ypos,lum_bin,worm,time,y_mm
54,buffer,2,615,1.010418750000001
54,buffer,2,617,1.010418750000001
54,buffer,2,618,1.010418750000001
54,buffer,2,747,1.010418750000001
54,buffer,2,748,1.010418750000001
54,buffer,2,1112,1.010418750000001
54,buffer,3,245,1.010418750000001
54,buffer,3,612,1.010418750000001
54,buffer,3,619,1.010418750000001
54,buffer,3,620,1.010418750000001
54,buffer,3,621,1.010418750000001
54,buffer,3,622,1.010418750000001
54,buffer,3,637,1.010418750000001
54,buffer,3,1761,1.010418750000001
54,buffer,4,1487,1.010418750000001
54,buffer,4,1915,1.010418750000001
54,buffer,4,2001,1.010418750000001
54,buffer,4,2062,1.010418750000001
54,buffer,5,322,1.010418750000001
54,buffer,5,328,1.010418750000001
54,buffer,6,394,1.010418750000001
54,buffer,7,318,1.010418750000001
54,buffer,7,347,1.010418750000001
54,buffer,8,653,1.010418750000001
54,buffer,8,675,1.010418750000001
54,buffer,8,956,1.010418750000001
54,buffer,9,865,1.010418750000001
54,buffer,9,1078,1.010418750000001
54,buffer,9,2085,1.010418750000001
54,buffer,9,2145,1.010418750000001
54,buffer,9,2273,1.010418750000001
54,buffer,9,2274,1.010418750000001
54,buffer,12,192,1.010418750000001
54,buffer,12,274,1.010418750000001
54,buffer,12,295,1.010418750000001
54,buffer,12,1028,1.010418750000001
54,buffer,12,1403,1.010418750000001
54,buffer,12,1739,1.010418750000001
54,buffer,12,1740,1.010418750000001
54,buffer,12,1743,1.010418750000001
54,buffer,12,1801,1.010418750000001
54,buffer,12,1832,1.010418750000001
54,buffer,15,743,1.010418750000001
54,buffer,15,1040,1.010418750000001
54,buffer,15,1174,1.010418750000001
54,buffer,15,1184,1.010418750000001
54,buffer,15,1185,1.010418750000001
54,buffer,15,1581,1.010418750000001
54,buffer,18,132,1.010418750000001
54,buffer,18,133,1.010418750000001
54,buffer,18,138,1.010418750000001
54,buffer,19,1736,1.010418750000001
54,buffer,20,945,1.010418750000001
54,buffer,20,1053,1.010418750000001
54,buffer,20,1063,1.010418750000001
54,buffer,20,1078,1.010418750000001
54,buffer,20,1624,1.010418750000001
54,buffer,20,1626,1.010418750000001
54,buffer,20,1627,1.010418750000001
54,buffer,20,1913,1.010418750000001
54,buffer,21,73,1.010418750000001
54,buffer,21,243,1.010418750000001
54,buffer,21,1382,1.010418750000001
54,buffer,21,1619,1.010418750000001
54,buffer,23,376,1.010418750000001
54,buffer,23,555,1.010418750000001
54,buffer,23,595,1.010418750000001
54,buffer,23,906,1.010418750000001
54,buffer,23,907,1.010418750000001
54,buffer,23,908,1.010418750000001
54,buffer,23,909,1.010418750000001
54,buffer,23,1080,1.010418750000001
54,buffer,23,1256,1.010418750000001
54,buffer,23,2096,1.010418750000001
54,buffer,24,67,1.010418750000001
54,buffer,24,68,1.010418750000001
54,buffer,24,69,1.010418750000001
54,buffer,24,70,1.010418750000001
54,buffer,24,357,1.010418750000001
54,buffer,24,538,1.010418750000001
54,buffer,24,1158,1.010418750000001
54,buffer,24,2231,1.010418750000001
54,buffer,24,2232,1.010418750000001
54,buffer,24,2233,1.010418750000001
54,buffer,24,2234,1.010418750000001
54,buffer,24,2235,1.010418750000001
54,buffer,25,215,1.010418750000001
54,buffer,25,989,1.010418750000001
54,buffer,26,343,1.010418750000001
54,buffer,26,731,1.010418750000001
54,buffer,26,1640,1.010418750000001
54,buffer,26,2051,1.010418750000001
54,buffer,26,2083,1.010418750000001
54,buffer,27,203,1.010418750000001
54,buffer,27,439,1.010418750000001
54,buffer,27,511,1.010418750000001
54,buffer,28,2330,1.010418750000001
54,buffer,30,1595,1.010418750000001
54,buffer,30,2386,1.010418750000001
54,buffer,31,2061,1.010418750000001
55,buffer,1,1326,1.0291302083333345
55,buffer,1,1332,1.0291302083333345
55,buffer,1,1336,1.0291302083333345
55,buffer,2,18,1.0291302083333345
55,buffer,2,21,1.0291302083333345
55,buffer,2,749,1.0291302083333345
55,buffer,2,1799,1.0291302083333345
55,buffer,3,243,1.0291302083333345
55,buffer,3,623,1.0291302083333345
55,buffer,3,624,1.0291302083333345
55,buffer,3,625,1.0291302083333345
55,buffer,3,627,1.0291302083333345
55,buffer,3,628,1.0291302083333345
55,buffer,3,1278,1.0291302083333345
55,buffer,3,1816,1.0291302083333345
55,buffer,3,1819,1.0291302083333345
55,buffer,4,1696,1.0291302083333345
55,buffer,4,1998,1.0291302083333345
55,buffer,4,2064,1.0291302083333345
55,buffer,5,314,1.0291302083333345
55,buffer,5,320,1.0291302083333345
55,buffer,5,1489,1.0291302083333345
55,buffer,6,1219,1.0291302083333345
55,buffer,7,8,1.0291302083333345
55,buffer,7,315,1.0291302083333345
55,buffer,7,339,1.0291302083333345
55,buffer,8,60,1.0291302083333345
55,buffer,8,652,1.0291302083333345
55,buffer,8,676,1.0291302083333345
55,buffer,9,947,1.0291302083333345
55,buffer,9,2272,1.0291302083333345
55,buffer,12,101,1.0291302083333345
55,buffer,12,102,1.0291302083333345
55,buffer,12,304,1.0291302083333345
55,buffer,12,975,1.0291302083333345
55,buffer,12,1019,1.0291302083333345
55,buffer,12,1021,1.0291302083333345
55,buffer,12,1022,1.0291302083333345
55,buffer,12,1023,1.0291302083333345
55,buffer,12,1027,1.0291302083333345
55,buffer,12,1559,1.0291302083333345
55,buffer,12,1737,1.0291302083333345
55,buffer,12,1738,1.0291302083333345
55,buffer,12,1741,1.0291302083333345
55,buffer,12,1791,1.0291302083333345
55,buffer,12,1830,1.0291302083333345
55,buffer,12,1904,1.0291302083333345
55,buffer,12,2399,1.0291302083333345
55,buffer,15,1582,1.0291302083333345
55,buffer,15,1819,1.0291302083333345
55,buffer,15,2383,1.0291302083333345
55,buffer,16,1884,1.0291302083333345
55,buffer,18,117,1.0291302083333345
55,buffer,20,944,1.0291302083333345
55,buffer,20,1051,1.0291302083333345
55,buffer,20,1065,1.0291302083333345
55,buffer,20,1077,1.0291302083333345
55,buffer,20,1100,1.0291302083333345
55,buffer,20,1956,1.0291302083333345
55,buffer,21,71,1.0291302083333345
55,buffer,21,74,1.0291302083333345
55,buffer,21,77,1.0291302083333345
55,buffer,21,78,1.0291302083333345
55,buffer,21,246,1.0291302083333345
55,buffer,21,472,1.0291302083333345
55,buffer,21,1622,1.0291302083333345
55,buffer,21,1766,1.0291302083333345
55,buffer,23,298,1.0291302083333345
55,buffer,23,553,1.0291302083333345
55,buffer,23,1204,1.0291302083333345
55,buffer,23,1617,1.0291302083333345
55,buffer,23,1911,1.0291302083333345
55,buffer,24,71,1.0291302083333345
55,buffer,24,1156,1.0291302083333345
55,buffer,24,1897,1.0291302083333345
55,buffer,24,2236,1.0291302083333345
55,buffer,24,2237,1.0291302083333345
55,buffer,24,2238,1.0291302083333345
55,buffer,25,214,1.0291302083333345
55,buffer,25,991,1.0291302083333345
55,buffer,25,992,1.0291302083333345
55,buffer,26,198,1.0291302083333345
55,buffer,26,199,1.0291302083333345
55,buffer,28,2329,1.0291302083333345
55,buffer,28,2331,1.0291302083333345
55,buffer,30,1048,1.0291302083333345
55,buffer,31,1752,1.0291302083333345
56,buffer,1,910,1.047841666666668
56,buffer,1,911,1.047841666666668
56,buffer,1,1334,1.047841666666668
56,buffer,1,1335,1.047841666666668
56,buffer,1,1940,1.047841666666668
56,buffer,2,16,1.047841666666668
