animal,animal_num,signal,MeanGCaMP,time,MeanBackground,fitted,correction,delF,genotype,cue,food,neuron,mean_pulse_delF
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,0.00629667880101875,244.416,0.25,203.2,0,raw,-0.10565844034555394,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,-0.02529658358175805,244.522,0.5,204.6,0,raw,-0.13725170272833073,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,0.04934066765792317,244.779,0.75,201.8,0,raw,-0.06261445148864953,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,0.02302108740395624,245.034,1,203.133,0,raw,-0.08893403174261645,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,0.01491524265041558,245.236,1.25,203.667,0,raw,-0.09703987649615711,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,-0.03391514743115557,244.036,1.5,204.467,0,raw,-0.14587026657772825,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,0.01337708536284638,244.639,1.75,203.133,0,raw,-0.09857803378372632,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,-0.02974014907918143,244.14,2,204.4,0,raw,-0.14169526822575412,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,-0.00779088873751447,244.239,2.25,203.6,0,raw,-0.11974600788408717,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,0.00934857818111695,245.008,2.5,203.667,0,raw,-0.10260654096545574,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,-6.860669806459506e-4,245.13,2.75,204.2,0,raw,-0.11264118612721864,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,0.01325500938764256,245.501,3,204,0,raw,-0.09870010975893014,bz,bz,OP50,AWC,0.11195511914657269
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,0.02639038431958547,245.239,3.25,203.2,0,raw,-0.08556473482698722,bz,bz,OP50,AWC,0.11195511914657269
