ypos,lum_bin,worm,time,y_mm
52,buffer,1,1585,1.0160107112253647
52,buffer,1,1751,1.0160107112253647
52,buffer,1,1775,1.0160107112253647
52,buffer,1,1778,1.0160107112253647
52,buffer,1,1928,1.0160107112253647
52,buffer,1,2023,1.0160107112253647
52,buffer,1,2024,1.0160107112253647
52,buffer,1,2025,1.0160107112253647
52,buffer,1,2026,1.0160107112253647
52,buffer,1,3026,1.0160107112253647
52,buffer,4,646,1.0160107112253647
52,buffer,4,963,1.0160107112253647
52,buffer,4,1791,1.0160107112253647
52,buffer,4,1793,1.0160107112253647
52,buffer,4,1794,1.0160107112253647
52,buffer,4,2025,1.0160107112253647
52,buffer,6,1783,1.0160107112253647
52,buffer,6,1784,1.0160107112253647
52,buffer,7,2547,1.0160107112253647
52,buffer,7,2580,1.0160107112253647
52,buffer,7,2711,1.0160107112253647
52,buffer,11,4692,1.0160107112253647
52,buffer,11,4743,1.0160107112253647
52,buffer,12,3743,1.0160107112253647
52,buffer,12,4058,1.0160107112253647
52,buffer,13,1127,1.0160107112253647
52,buffer,13,3305,1.0160107112253647
52,buffer,13,3355,1.0160107112253647
52,buffer,14,410,1.0160107112253647
52,buffer,15,3262,1.0160107112253647
52,buffer,15,3682,1.0160107112253647
52,buffer,15,3938,1.0160107112253647
52,buffer,15,3939,1.0160107112253647
52,buffer,15,3940,1.0160107112253647
52,buffer,15,3945,1.0160107112253647
52,buffer,15,3946,1.0160107112253647
52,buffer,15,3947,1.0160107112253647
52,buffer,15,3948,1.0160107112253647
52,buffer,15,3949,1.0160107112253647
52,buffer,15,3950,1.0160107112253647
52,buffer,15,3954,1.0160107112253647
52,buffer,15,3956,1.0160107112253647
52,buffer,15,4276,1.0160107112253647
52,buffer,16,1846,1.0160107112253647
52,buffer,16,2968,1.0160107112253647
52,buffer,16,3107,1.0160107112253647
52,buffer,16,4287,1.0160107112253647
52,buffer,16,4379,1.0160107112253647
52,buffer,18,654,1.0160107112253647
52,buffer,18,1964,1.0160107112253647
52,buffer,19,643,1.0160107112253647
52,buffer,19,817,1.0160107112253647
52,buffer,19,1553,1.0160107112253647
52,buffer,19,1591,1.0160107112253647
52,buffer,19,1592,1.0160107112253647
52,buffer,19,3004,1.0160107112253647
52,buffer,19,3064,1.0160107112253647
52,buffer,19,3566,1.0160107112253647
52,buffer,19,3567,1.0160107112253647
52,buffer,19,3570,1.0160107112253647
52,buffer,19,3715,1.0160107112253647
52,buffer,19,3721,1.0160107112253647
52,buffer,19,3741,1.0160107112253647
52,buffer,20,2094,1.0160107112253647
52,buffer,20,2173,1.0160107112253647
52,buffer,20,2342,1.0160107112253647
52,buffer,20,3732,1.0160107112253647
52,buffer,20,3845,1.0160107112253647
52,buffer,20,3847,1.0160107112253647
52,buffer,20,3897,1.0160107112253647
52,buffer,20,3918,1.0160107112253647
52,buffer,20,3920,1.0160107112253647
52,buffer,20,3921,1.0160107112253647
52,buffer,20,3922,1.0160107112253647
52,buffer,20,3924,1.0160107112253647
52,buffer,20,3925,1.0160107112253647
52,buffer,20,3926,1.0160107112253647
52,buffer,20,3927,1.0160107112253647
52,buffer,21,1864,1.0160107112253647
52,buffer,21,2077,1.0160107112253647
52,buffer,21,2084,1.0160107112253647
52,buffer,21,2559,1.0160107112253647
52,buffer,21,3519,1.0160107112253647
52,buffer,22,2500,1.0160107112253647
52,buffer,22,2501,1.0160107112253647
52,buffer,22,2502,1.0160107112253647
52,buffer,22,2503,1.0160107112253647
52,buffer,22,2518,1.0160107112253647
52,buffer,22,2626,1.0160107112253647
52,buffer,22,2627,1.0160107112253647
52,buffer,23,3085,1.0160107112253647
52,buffer,23,4620,1.0160107112253647
52,buffer,23,4623,1.0160107112253647
52,buffer,24,4281,1.0160107112253647
52,buffer,24,4537,1.0160107112253647
52,buffer,25,408,1.0160107112253647
52,buffer,25,768,1.0160107112253647
52,buffer,25,1483,1.0160107112253647
52,buffer,25,1552,1.0160107112253647
52,buffer,25,1582,1.0160107112253647
52,buffer,25,1586,1.0160107112253647
52,buffer,25,4665,1.0160107112253647
53,buffer,1,421,1.0355493787489294
53,buffer,1,1398,1.0355493787489294
53,buffer,1,1667,1.0355493787489294
53,buffer,1,1685,1.0355493787489294
53,buffer,1,1752,1.0355493787489294
53,buffer,1,1753,1.0355493787489294
53,buffer,1,1754,1.0355493787489294
53,buffer,1,1755,1.0355493787489294
53,buffer,1,1756,1.0355493787489294
53,buffer,1,1757,1.0355493787489294
53,buffer,1,1758,1.0355493787489294
53,buffer,1,1763,1.0355493787489294
53,buffer,1,1776,1.0355493787489294
53,buffer,1,1927,1.0355493787489294
53,buffer,1,3027,1.0355493787489294
