userInput,arena,background,NumArenas,pixelSize,movSize_1,movSize_2,movSize_3,originalFilename,originalPath,outputPaths,wormMovieName,bgMovieName,scalingFactor,wormLuminaceDistribution,bgLuminaceDistribution
,,,1,51.1805627888363,1200,1920,3,20210536_odr1p_odr3_line3_L_HEX_IAA_10000.avi,Y:\sengupta-lab\Munzareen_Khan\Microfluidics\Hex_project\stripe_assay\HEX-IAA\odr1p_odr3_line3\HEX_IAA_10000\20210536_odr1p_odr3_line3_L_HEX_IAA_10000\,Y:\sengupta-lab\Munzareen_Khan\Microfluidics\Hex_project\stripe_assay\HEX-IAA\odr1p_odr3_line3\HEX_IAA_10000\20210536_odr1p_odr3_line3_L_HEX_IAA_10000\20210536_odr1p_odr3_line3_L_HEX_IAA_10000,20210536_odr1p_odr3_line3_L_HEX_IAA_10000,20210536_odr1p_odr3_line3_L_HEX_IAA_10000,5.943268,,
