animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20210324_ASH_unc13_HEX_IAA_10K__1_response/20210324_ASH_unc13_HEX_IAA_10K__1_ImageJ_data.csv,1,32.75,0.46416223474555696,60.75,0.38923369176385214
20210324_ASH_unc13_HEX_IAA_10K__10/20210324_ASH_unc13_HEX_IAA_10K__10_ImageJ_data.csv,2,31.25,1.4571292592808012,60.75,0.37032344132970185
20210324_ASH_unc13_HEX_IAA_10K__3/20210324_ASH_unc13_HEX_IAA_10K__3_ImageJ_data.csv,3,31.25,0.17029186867379154,68.5,-0.06032470116656978
20210324_ASH_unc13_HEX_IAA_10K__4_noresponse/20210324_ASH_unc13_HEX_IAA_10K__4_ImageJ_data.csv,4,40,0.20607117409965453,60.75,0.10777796492073405
20210324_ASH_unc13_HEX_IAA_10K__5_response/20210324_ASH_unc13_HEX_IAA_10K__5_ImageJ_data.csv,5,32.5,1.0754361415309475,60.75,0.5080209372906925
20210324_ASH_unc13_HEX_IAA_10K__8/20210324_ASH_unc13_HEX_IAA_10K__8_ImageJ_data.csv,6,32,0.3454464691601033,63.5,-0.21613126779437503
20210324_ASH_unc13_HEX_IAA_10K__9/20210324_ASH_unc13_HEX_IAA_10K__9_ImageJ_data.csv,7,31.25,1.068586217398372,68.5,-0.40695388813791233
20210823_ASH_unc13_HEX_IAA_10K__1/20210823_ASH_unc13_HEX_IAA_10K__1_ImageJ_data.csv,8,31.25,2.912408505761962,60.75,0.9585188639950251
20210823_ASH_unc13_HEX_IAA_10K__2/20210823_ASH_unc13_HEX_IAA_10K__2_ImageJ_data.csv,9,31,1.1505753652096191,65.25,-0.37752289864939254
20210823_ASH_unc13_HEX_IAA_10K__3/20210823_ASH_unc13_HEX_IAA_10K__3_ImageJ_data.csv,10,32,1.932292867400872,66.5,-0.2637007958951024
20210823_ASH_unc13_HEX_IAA_10K__4/20210823_ASH_unc13_HEX_IAA_10K__4_ImageJ_data.csv,11,32.25,1.7134009199550013,60.75,0.3251189974091706
20210823_ASH_unc13_HEX_IAA_10K__5/20210823_ASH_unc13_HEX_IAA_10K__5_ImageJ_data.csv,12,31.5,1.2604643330304637,60.75,0.26789032600749796
20210823_ASH_unc13_HEX_IAA_10K__6/20210823_ASH_unc13_HEX_IAA_10K__6_ImageJ_data.csv,13,31.75,1.8775704373502187,60.75,0.766714886694151
20210823_ASH_unc13_HEX_IAA_10K__7/20210823_ASH_unc13_HEX_IAA_10K__7_ImageJ_data.csv,14,31.75,2.052336672103612,60.75,1.1445797764313081
20210823_ASH_unc13_HEX_IAA_10K__8/20210823_ASH_unc13_HEX_IAA_10K__8_ImageJ_data.csv,15,31.5,2.030591591298642,60.75,0.7790847246466389
