animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20220205_AWC_WT_HEX_PYR/20220205_AWC_WT_HEX_PYR__1/20220205_AWC_WT_HEX_PYR__1_ImageJ_data.csv,1,36.5,-0.09377150308249621,63,0.1467359026231508
20220205_AWC_WT_HEX_PYR/20220205_AWC_WT_HEX_PYR__2/20220205_AWC_WT_HEX_PYR__2_ImageJ_data.csv,2,39.5,-0.7243791934376153,60.75,-0.4110944916813367
20220205_AWC_WT_HEX_PYR/20220205_AWC_WT_HEX_PYR__3/20220205_AWC_WT_HEX_PYR__3_ImageJ_data.csv,3,39.5,-0.08966061321997561,63.25,0.17115947469279977
20220205_AWC_WT_HEX_PYR/20220205_AWC_WT_HEX_PYR__4/20220205_AWC_WT_HEX_PYR__4_ImageJ_data.csv,4,39.5,-0.5116151887529896,62.75,0.37886072367928425
20220205_AWC_WT_HEX_PYR/20220205_AWC_WT_HEX_PYR__5/20220205_AWC_WT_HEX_PYR__5_ImageJ_data.csv,5,40.25,0.06585980605796385,60.75,0.06869305017249955
20220205_AWC_WT_HEX_PYR/20220205_AWC_WT_HEX_PYR__6/20220205_AWC_WT_HEX_PYR__6_ImageJ_data.csv,6,38.5,-0.33862972820958187,60.75,-0.23208522774245072
20220206_AWC_WT_HEX_PYR/20220206_AWC_WT_HEX_PYR__1/20220206_AWC_WT_HEX_PYR__1_ImageJ_data.csv,7,35.25,0.09422393277725102,69.25,-0.15612608453771765
20220206_AWC_WT_HEX_PYR/20220206_AWC_WT_HEX_PYR__2/20220206_AWC_WT_HEX_PYR__2_ImageJ_data.csv,8,33.75,-0.09375642603779454,69.25,0.09363325140319297
20220206_AWC_WT_HEX_PYR/20220206_AWC_WT_HEX_PYR__3/20220206_AWC_WT_HEX_PYR__3_ImageJ_data.csv,9,39,-0.6783335731999248,62.5,0.8017043738832178
20220206_AWC_WT_HEX_PYR/20220206_AWC_WT_HEX_PYR__4/20220206_AWC_WT_HEX_PYR__4_ImageJ_data.csv,10,33.75,-0.07726338549411273,68.75,-0.11506119451998209
20220206_AWC_WT_HEX_PYR/20220206_AWC_WT_HEX_PYR__5/20220206_AWC_WT_HEX_PYR__5_ImageJ_data.csv,11,39,-0.5837744266620241,64,0.3497503784930316
