animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20201106_AWC_Is_odr1p_PYR_IAA__1/20201106_AWC_Is_odr1p_PYR_IAA__1_ImageJ_data.csv,1,35.25,-0.06079689867449756,70.25,0.4989764684864072
20201106_AWC_Is_odr1p_PYR_IAA__2/20201106_AWC_Is_odr1p_PYR_IAA__2_ImageJ_data.csv,2,38.5,-0.06724915025546406,67.25,0.09087212864311132
20201106_AWC_Is_odr1p_PYR_IAA__3/20201106_AWC_Is_odr1p_PYR_IAA__3_ImageJ_data.csv,3,32.75,-0.04926602350905354,69.5,0.4117540653158235
20201106_AWC_Is_odr1p_PYR_IAA__4/20201106_AWC_Is_odr1p_PYR_IAA__4_ImageJ_data.csv,4,36.5,0.06086199754445111,63.5,0.16601698494897424
20201106_AWC_Is_odr1p_PYR_IAA__5/20201106_AWC_Is_odr1p_PYR_IAA__5_ImageJ_data.csv,5,39,-0.14571181280779533,60.75,-0.13285693226963485
20201106_AWC_Is_odr1p_PYR_IAA__6/20201106_AWC_Is_odr1p_PYR_IAA__6_ImageJ_data.csv,6,40.25,-0.20506202573453097,60.75,-0.2068113857995397
20201106_AWC_Is_odr1p_PYR_IAA__7/20201106_AWC_Is_odr1p_PYR_IAA__7_ImageJ_data.csv,7,40.25,-0.40907430110846354,60.75,-0.38479211072002617
20210827_AWC_WT_PYR_IAA__1/20210827_AWC_WT_PYR_IAA__1_ImageJ_data.csv,8,40.25,0.990744387860594,60.75,0.3358890819128584
20210827_AWC_WT_PYR_IAA__2/20210827_AWC_WT_PYR_IAA__2_ImageJ_data.csv,9,37.25,0.06834559334448445,70.25,0.03442441561771161
20210827_AWC_WT_PYR_IAA__3/20210827_AWC_WT_PYR_IAA__3_ImageJ_data.csv,10,39.75,-0.18870515314732453,60.75,-0.15492173157611117
20210827_AWC_WT_PYR_IAA__4/20210827_AWC_WT_PYR_IAA__4_ImageJ_data.csv,11,39,1.2424077120037809,68.75,-0.14570631140846657
20210827_AWC_WT_PYR_IAA__5/20210827_AWC_WT_PYR_IAA__5_ImageJ_data.csv,12,39.75,-0.08291560982978217,61,-0.06979866228253846
20210827_AWC_WT_PYR_IAA__6/20210827_AWC_WT_PYR_IAA__6_ImageJ_data.csv,13,33.5,-0.07342281352897854,68,0.5824171332133702
20210827_AWC_WT_PYR_IAA__7/20210827_AWC_WT_PYR_IAA__7_ImageJ_data.csv,14,33.25,-0.07434575443860464,70,0.32376709354811384
20210827_AWC_WT_PYR_IAA__8/20210827_AWC_WT_PYR_IAA__8_ImageJ_data.csv,15,35,-0.2495210433641713,70.25,-0.3331378507919745
20210827_AWC_WT_PYR_IAA__9/20210827_AWC_WT_PYR_IAA__9_ImageJ_data.csv,16,37.25,-0.1930384354097953,60.75,-0.15625267827173328
