animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20200214_AWC_odr1_HEX_10K__1/20200214_AWC_odr1_HEX_10K__1_ImageJ_data.csv,1,35.25,-0.1243222024511541,63,0.05817424105726796
20200214_AWC_odr1_HEX_10K__2/20200214_AWC_odr1_HEX_10K__2_ImageJ_data.csv,2,32.5,-0.07874022778020795,62.25,-0.07011088889333009
20200214_AWC_odr1_HEX_10K__3/20200214_AWC_odr1_HEX_10K__3_ImageJ_data.csv,3,40,0.05589255133103702,62.5,0.036471324271861345
20200214_AWC_odr1_HEX_10K__4/20200214_AWC_odr1_HEX_10K__4_ImageJ_data.csv,4,40.25,-0.08501056647079366,69.25,-0.13383111269102874
20200214_AWC_odr1_HEX_10K__5/20200214_AWC_odr1_HEX_10K__5_ImageJ_data.csv,5,39.75,-0.17489659829492687,60.75,-0.17208294645620542
20200214_AWC_odr1_HEX_10K__6/20200214_AWC_odr1_HEX_10K__6_ImageJ_data.csv,6,34.75,0.04843621972338161,63,-0.03880740646282556
20200214_AWC_odr1_HEX_10K__7/20200214_AWC_odr1_HEX_10K__7_ImageJ_data.csv,7,39,0.09040844395542615,60.75,0.1004375699673362
20210816_AWC_odr1_HEX_10K__1/20210816_AWC_odr1_HEX_10K__1_ImageJ_data.csv,8,40.25,-0.45600999687898774,67.75,0.5879263826746468
20210816_AWC_odr1_HEX_10K__2/20210816_AWC_odr1_HEX_10K__2_ImageJ_data.csv,9,39.75,-0.4063257437832628,67.25,-0.24058593275882992
20210816_AWC_odr1_HEX_10K__3/20210816_AWC_odr1_HEX_10K__3_ImageJ_data.csv,10,35.75,0.07219038582698885,66.75,0.08267004023685279
20210816_AWC_odr1_HEX_10K__4/20210816_AWC_odr1_HEX_10K__4_ImageJ_data.csv,11,31.25,-0.05463523119280562,70.25,0.09675090420320942
20210816_AWC_odr1_HEX_10K__5/20210816_AWC_odr1_HEX_10K__5_ImageJ_data.csv,12,32.5,-0.08636911001844463,61.5,0.10801660822843485
20210816_AWC_odr1_HEX_10K__6/20210816_AWC_odr1_HEX_10K__6_ImageJ_data.csv,13,38.5,0.06628333312510633,68.75,0.06829493352522548
20210816_AWC_odr1_HEX_10K__7/20210816_AWC_odr1_HEX_10K__7_ImageJ_data.csv,14,40.25,-0.18682382738753592,62.5,0.37442569781139073
