animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20200828_ASH_kyIs602_HEX_IAA_10K__1/20200828_ASH_kyIs602_HEX_IAA_10K__1_ImageJ_data.csv,1,31,0.9103567903282634,64,-0.1922392479864104
20200828_ASH_kyIs602_HEX_IAA_10K__10/20200828_ASH_kyIs602_HEX_IAA_10K__10_ImageJ_data.csv,2,31.25,1.7586811354620646,60.75,0.5040494290648116
20200828_ASH_kyIs602_HEX_IAA_10K__2/20200828_ASH_kyIs602_HEX_IAA_10K__2_ImageJ_data.csv,3,31.5,1.8055826859967599,68.25,-0.1080154529971341
20200828_ASH_kyIs602_HEX_IAA_10K__3/20200828_ASH_kyIs602_HEX_IAA_10K__3_ImageJ_data.csv,4,31.25,1.6318905984527938,60.75,0.0684009365450609
20200828_ASH_kyIs602_HEX_IAA_10K__4/20200828_ASH_kyIs602_HEX_IAA_10K__4_ImageJ_data.csv,5,31.5,1.288790700966675,66.5,-0.10741025165852194
20200828_ASH_kyIs602_HEX_IAA_10K__5/20200828_ASH_kyIs602_HEX_IAA_10K__5_ImageJ_data.csv,6,31,2.602738399432232,67.5,-0.27491903363303444
20200828_ASH_kyIs602_HEX_IAA_10K__6/20200828_ASH_kyIs602_HEX_IAA_10K__6_ImageJ_data.csv,7,30.75,0.8656206486294323,69.5,-0.657277769526522
20200828_ASH_kyIs602_HEX_IAA_10K__7/20200828_ASH_kyIs602_HEX_IAA_10K__7_ImageJ_data.csv,8,31.25,1.1931589715394362,60.75,0.5110072239507579
20200828_ASH_kyIs602_HEX_IAA_10K__8/20200828_ASH_kyIs602_HEX_IAA_10K__8_ImageJ_data.csv,9,31,0.7924566830181049,70.25,-0.6593931703451998
20200828_ASH_kyIs602_HEX_IAA_10K__9/20200828_ASH_kyIs602_HEX_IAA_10K__9_ImageJ_data.csv,10,30.75,1.733584985721196,65.5,-0.39899305044667316
20200829_ASH_kyIs602_HEX_IAA_10K__1/20200829_ASH_kyIs602_HEX_IAA_10K__1_ImageJ_data.csv,11,31,0.8743140516009821,70.25,-0.5475775815578049
20200829_ASH_kyIs602_HEX_IAA_10K__2/20200829_ASH_kyIs602_HEX_IAA_10K__2_ImageJ_data.csv,12,31,1.7378042251984236,60.75,0.0885769662419758
20200829_ASH_kyIs602_HEX_IAA_10K__3/20200829_ASH_kyIs602_HEX_IAA_10K__3_ImageJ_data.csv,13,31.25,1.5525581175816439,60.75,0.15464937489931013
20200829_ASH_kyIs602_HEX_IAA_10K__3/220200829_ASH_kyIs602_HEX_IAA_10K__3_ImageJ_data.csv,14,31.25,1.5525581175816439,60.75,0.15464937489931013
20200829_ASH_kyIs602_HEX_IAA_10K__4/20200829_ASH_kyIs602_HEX_IAA_10K__4_ImageJ_data.csv,15,37.25,0.6864809473904657,70,-0.19898870203589844
20200829_ASH_kyIs602_HEX_IAA_10K__5/20200829_ASH_kyIs602_HEX_IAA_10K__5_ImageJ_data.csv,16,31,1.584028554666155,65,-0.1369373968060073
