animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20210616_ASH_kyIs602_HEX_10K__1/20210616_ASH_kyIs602_HEX_10K__1_ImageJ_data.csv,1,30.75,0.27929549837325146,61.5,-0.08648934227394592
20210616_ASH_kyIs602_HEX_10K__2/20210616_ASH_kyIs602_HEX_10K__2_ImageJ_data.csv,2,31.25,0.8302341522904133,64.75,0.15975583528064227
20210708_ASH_kyIs602_HEX_10K__1/20210708_ASH_kyIs602_HEX_10K__1_ImageJ_data.csv,3,31,0.5034224851766541,69.75,-0.19701831664262012
20210708_ASH_kyIs602_HEX_10K__10/20210708_ASH_kyIs602_HEX_10K__10_ImageJ_data.csv,4,31.25,0.41234754902722426,69,0.08220373964894308
20210708_ASH_kyIs602_HEX_10K__11/20210708_ASH_kyIs602_HEX_10K__11_ImageJ_data.csv,5,31.25,0.5025486005810801,61,0.35634972532356024
20210708_ASH_kyIs602_HEX_10K__12/20210708_ASH_kyIs602_HEX_10K__12_ImageJ_data.csv,6,30.75,0.5013886934906177,68.5,-0.37972685002588663
20210708_ASH_kyIs602_HEX_10K__13/20210708_ASH_kyIs602_HEX_10K__13_ImageJ_data.csv,7,31,0.3500753154117563,61.5,0.08300031517305939
20210708_ASH_kyIs602_HEX_10K__2/20210708_ASH_kyIs602_HEX_10K__2_ImageJ_data.csv,8,31.5,0.22229273358567705,67,-0.15235182042674905
20210708_ASH_kyIs602_HEX_10K__3/20210708_ASH_kyIs602_HEX_10K__3_ImageJ_data.csv,9,30.75,0.7220356105470127,64.5,0.17223444773205848
20210708_ASH_kyIs602_HEX_10K__4/20210708_ASH_kyIs602_HEX_10K__4_ImageJ_data.csv,10,30.75,1.3320320919799165,67.25,-0.35664038794173347
20210708_ASH_kyIs602_HEX_10K__5/20210708_ASH_kyIs602_HEX_10K__5_ImageJ_data.csv,11,31,0.3016653053258706,60.75,0.09623894439225264
20210708_ASH_kyIs602_HEX_10K__6/20210708_ASH_kyIs602_HEX_10K__6_ImageJ_data.csv,12,31.25,1.4253059132555619,68.75,0.11536088239950443
20210708_ASH_kyIs602_HEX_10K__7/20210708_ASH_kyIs602_HEX_10K__7_ImageJ_data.csv,13,31,0.2643987781061657,69.5,-0.11496451896309949
20210708_ASH_kyIs602_HEX_10K__8/20210708_ASH_kyIs602_HEX_10K__8_ImageJ_data.csv,14,30.75,0.8377399313269908,64.25,0.04494800257836433
20210708_ASH_kyIs602_HEX_10K__9/20210708_ASH_kyIs602_HEX_10K__9_ImageJ_data.csv,15,31,0.1634207624435301,69,-0.13552007402338542
