animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
202101023_AWC_odr1_IAA_10K__1/202101023_AWC_odr1_IAA_10K__1_ImageJ_data.csv,1,38,0.5273020810932011,68.25,-0.04020636117856021
202101023_AWC_odr1_IAA_10K__2/202101023_AWC_odr1_IAA_10K__2_ImageJ_data.csv,2,33.25,0.06477552228638624,64.75,-0.06327605866201376
202101023_AWC_odr1_IAA_10K__3/202101023_AWC_odr1_IAA_10K__3_ImageJ_data.csv,3,38.75,-0.09729805255675693,65,-0.03989323498620256
202101023_AWC_odr1_IAA_10K__4/202101023_AWC_odr1_IAA_10K__4_ImageJ_data.csv,4,37.75,0.128702519215752,70,-0.0655624046016907
202101023_AWC_odr1_IAA_10K__5/202101023_AWC_odr1_IAA_10K__5_ImageJ_data.csv,5,34.5,0.23654573130986115,62.75,-0.05105106586927778
20211004_AWC_odr1_IAA_10K__1/20211004_AWC_odr1_IAA_10K__1_ImageJ_data.csv,6,38.5,-0.43375125077177235,65.5,0.5802401572997211
20211004_AWC_odr1_IAA_10K__10/20211004_AWC_odr1_IAA_10K__10_ImageJ_data.csv,7,32,0.32430008758071915,70,-0.23921618748699203
20211004_AWC_odr1_IAA_10K__11/20211004_AWC_odr1_IAA_10K__11_ImageJ_data.csv,8,34.5,0.27668610649281444,60.75,0.14131638899037782
20211004_AWC_odr1_IAA_10K__12/20211004_AWC_odr1_IAA_10K__12_ImageJ_data.csv,9,38.5,-0.055307256043833616,62,0.03182639747272395
20211004_AWC_odr1_IAA_10K__13/20211004_AWC_odr1_IAA_10K__13_ImageJ_data.csv,10,40,-0.42791393840112896,60.75,-0.22047935786518102
20211004_AWC_odr1_IAA_10K__14/20211004_AWC_odr1_IAA_10K__14_ImageJ_data.csv,11,38.5,-0.2803202541423149,61,-0.12492518492237237
20211004_AWC_odr1_IAA_10K__15/20211004_AWC_odr1_IAA_10K__15_ImageJ_data.csv,12,39.25,-0.3507589228395794,65.75,0.19023092378375683
20211004_AWC_odr1_IAA_10K__2/20211004_AWC_odr1_IAA_10K__2_ImageJ_data.csv,13,40,-0.3746867718627509,69.75,-0.19103819922041945
20211004_AWC_odr1_IAA_10K__3/20211004_AWC_odr1_IAA_10K__3_ImageJ_data.csv,14,38.75,0.04862392565346925,66.25,0.058950289050895666
20211004_AWC_odr1_IAA_10K__4/20211004_AWC_odr1_IAA_10K__4_ImageJ_data.csv,15,31.25,-0.08793940301124993,69,0.05051196465826946
20211004_AWC_odr1_IAA_10K__5/20211004_AWC_odr1_IAA_10K__5_ImageJ_data.csv,16,32.5,-0.08758288952845214,61.5,0.1069768873884612
20211004_AWC_odr1_IAA_10K__6/20211004_AWC_odr1_IAA_10K__6_ImageJ_data.csv,17,38.5,0.0701474525994347,68.75,0.06848457410450054
20211004_AWC_odr1_IAA_10K__7/20211004_AWC_odr1_IAA_10K__7_ImageJ_data.csv,18,40.25,-0.20251166265879778,62.5,0.3985523705379531
20211004_AWC_odr1_IAA_10K__8/20211004_AWC_odr1_IAA_10K__8_ImageJ_data.csv,19,35.5,-0.08287873302214069,68.75,0.06690461178404455
20211004_AWC_odr1_IAA_10K__9/20211004_AWC_odr1_IAA_10K__9_ImageJ_data.csv,20,38.5,-0.11022829071543362,64.75,0.23043367315110985
