animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20210715_AWC_Is_odr1p_HEPT_10K__1/20210715_AWC_Is_odr1p_HEPT_10K__1_ImageJ_data.csv,1,35.75,-0.06548308156119206,70,2.492462665523915
20210715_AWC_Is_odr1p_HEPT_10K__2/20210715_AWC_Is_odr1p_HEPT_10K__2_ImageJ_data.csv,2,40.25,-0.5646821526188022,65,0.8730837532918143
20210715_AWC_Is_odr1p_HEPT_10K__3/20210715_AWC_Is_odr1p_HEPT_10K__3_ImageJ_data.csv,3,30.75,0.02196579009103835,63.5,1.5679520365937931
20210715_AWC_Is_odr1p_HEPT_10K__4/20210715_AWC_Is_odr1p_HEPT_10K__4_ImageJ_data.csv,4,40.25,-0.6490158240350857,60.75,-0.6151407406172832
20210715_AWC_Is_odr1p_HEPT_10K__5/20210715_AWC_Is_odr1p_HEPT_10K__5_ImageJ_data.csv,5,39.75,-0.08873245924152397,65.25,1.1657899947812815
20210715_AWC_Is_odr1p_HEPT_10K__6/20210715_AWC_Is_odr1p_HEPT_10K__6_ImageJ_data.csv,6,40.25,-0.6662753208773218,60.75,-0.6239947507378493
20210715_AWC_Is_odr1p_HEPT_10K__7/20210715_AWC_Is_odr1p_HEPT_10K__7_ImageJ_data.csv,7,40.25,-0.585734195087081,60.75,-0.5227755069034311
20210715_AWC_Is_odr1p_HEPT_10K__8/20210715_AWC_Is_odr1p_HEPT_10K__8_ImageJ_data.csv,8,39.75,-0.15094525714545287,64,1.4121278498209016
20210715_AWC_Is_odr1p_HEPT_10K__9/20210715_AWC_Is_odr1p_HEPT_10K__9_ImageJ_data.csv,9,39.75,-0.1058923342992377,64.25,2.229573983537929
20210812_AWC_Is_odr1p_HEPT_10K__1/20210812_AWC_Is_odr1p_HEPT_10K__1_ImageJ_data.csv,10,39.75,-0.690569246320645,64.5,0.47627345693497697
20210812_AWC_Is_odr1p_HEPT_10K__2/20210812_AWC_Is_odr1p_HEPT_10K__2_ImageJ_data.csv,11,40.25,-0.7390715955881392,60.75,-0.6582475801827355
20210812_AWC_Is_odr1p_HEPT_10K__3/20210812_AWC_Is_odr1p_HEPT_10K__3_ImageJ_data.csv,12,40.25,-0.7473120731519032,60.75,-0.6720397852681331
20210812_AWC_Is_odr1p_HEPT_10K__4/20210812_AWC_Is_odr1p_HEPT_10K__4_ImageJ_data.csv,13,40.25,-0.8094899858115335,60.75,-0.7893395563820512
20210812_AWC_Is_odr1p_HEPT_10K__5/20210812_AWC_Is_odr1p_HEPT_10K__5_ImageJ_data.csv,14,39.75,-0.6687966211245485,60.75,-0.601756338260761
20210812_AWC_Is_odr1p_HEPT_10K__6/20210812_AWC_Is_odr1p_HEPT_10K__6_ImageJ_data.csv,15,40,-0.7340975257578841,60.75,-0.6842432643050806
20210812_AWC_Is_odr1p_HEPT_10K__7/20210812_AWC_Is_odr1p_HEPT_10K__7_ImageJ_data.csv,16,39.25,0.3189036632708962,60.75,0.12268642856408878
20210812_AWC_Is_odr1p_HEPT_10K__8/20210812_AWC_Is_odr1p_HEPT_10K__8_ImageJ_data.csv,17,32.25,0.6816204785126424,67,1.2843729656432226
20210812_AWC_Is_odr1p_HEPT_10K__9/20210812_AWC_Is_odr1p_HEPT_10K__9_ImageJ_data.csv,18,40,-0.5910711224478369,60.75,-0.47483522551555835
