userInput,arena,background,NumArenas,pixelSize,movSize_1,movSize_2,movSize_3,originalFilename,originalPath,outputPaths,wormMovieName,bgMovieName,scalingFactor,wormLuminaceDistribution,bgLuminaceDistribution
,,,1,52.2360248447205,1200,1920,3,20210705_N2_L_IAA.avi,Y:\sengupta-lab\Munzareen_Khan\Microfluidics\Hex_project\stripe_assay\IAA\20210705_N2_L_IAA\,Y:\sengupta-lab\Munzareen_Khan\Microfluidics\Hex_project\stripe_assay\IAA\20210705_N2_L_IAA\20210705_N2_L_IAA,20210705_N2_L_IAA,20210705_N2_L_IAA,5.071656,,
