animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20210829_AWC_WT_HEX_IAA_10K/20210829_AWC_WT_HEX_IAA_10K__1/20210829_AWC_WT_HEX_IAA_10K__1_ImageJ_data.csv,1,38,2.9374447983284915,60.75,2.770127888120968
20210829_AWC_WT_HEX_IAA_10K/20210829_AWC_WT_HEX_IAA_10K__2/20210829_AWC_WT_HEX_IAA_10K__2_ImageJ_data.csv,2,35.75,3.4529399910127716,60.75,1.9525450877754782
20210829_AWC_WT_HEX_IAA_10K/20210829_AWC_WT_HEX_IAA_10K__3/20210829_AWC_WT_HEX_IAA_10K__3_ImageJ_data.csv,3,34.75,3.4302339796092993,61,3.093465345271669
20210829_AWC_WT_HEX_IAA_10K/20210829_AWC_WT_HEX_IAA_10K__4/20210829_AWC_WT_HEX_IAA_10K__4_ImageJ_data.csv,4,39.5,2.4297990878136706,60.75,0.817438013630683
20210829_AWC_WT_HEX_IAA_10K/20210829_AWC_WT_HEX_IAA_10K__5/20210829_AWC_WT_HEX_IAA_10K__5_ImageJ_data.csv,5,51,0.9515154907703288,60.75,0.8320460584377146
20210829_AWC_WT_HEX_IAA_10K/20210829_AWC_WT_HEX_IAA_10K__6/20210829_AWC_WT_HEX_IAA_10K__6_ImageJ_data.csv,6,51.5,1.4689573257732786,60.75,1.3095606583674577
20210829_AWC_WT_HEX_IAA_10K/20210829_AWC_WT_HEX_IAA_10K__7/20210829_AWC_WT_HEX_IAA_10K__7_ImageJ_data.csv,7,35,3.6779081741495987,60.75,1.5387342186349633
20210830_AWC_WT_HEX_IAA_10K/20210830_AWC_WT_HEX_IAA_10K__1/20210830_AWC_WT_HEX_IAA_10K__1_ImageJ_data.csv,8,31.75,5.021379039264779,60.75,1.73299201500547
20210830_AWC_WT_HEX_IAA_10K/20210830_AWC_WT_HEX_IAA_10K__2/20210830_AWC_WT_HEX_IAA_10K__2_ImageJ_data.csv,9,45,0.6145172690378606,60.75,0.4370941118516765
20210830_AWC_WT_HEX_IAA_10K/20210830_AWC_WT_HEX_IAA_10K__3/20210830_AWC_WT_HEX_IAA_10K__3_ImageJ_data.csv,10,40.5,1.3016828564553578,60.75,0.6257655013342753
20210830_AWC_WT_HEX_IAA_10K/20210830_AWC_WT_HEX_IAA_10K__4/20210830_AWC_WT_HEX_IAA_10K__4_ImageJ_data.csv,11,39.75,2.8965822273366593,60.75,2.2235393435241617
20210830_AWC_WT_HEX_IAA_10K/20210830_AWC_WT_HEX_IAA_10K__5/20210830_AWC_WT_HEX_IAA_10K__5_ImageJ_data.csv,12,53.25,0.04575452113064733,60.75,0.0496130157647144
20210830_AWC_WT_HEX_IAA_10K/20210830_AWC_WT_HEX_IAA_10K__6/20210830_AWC_WT_HEX_IAA_10K__6_ImageJ_data.csv,13,57.25,2.0560618374863826,60.75,1.4857597399228752
20210830_AWC_WT_HEX_IAA_10K/20210830_AWC_WT_HEX_IAA_10K__7/20210830_AWC_WT_HEX_IAA_10K__7_ImageJ_data.csv,14,46,2.249348212875542,60.75,1.7487663042220103
20210830_AWC_WT_HEX_IAA_10K/20210830_AWC_WT_HEX_IAA_10K__8/20210830_AWC_WT_HEX_IAA_10K__8_ImageJ_data.csv,15,37.75,2.9582732708369326,60.75,0.882302631234592
