userInput,arena,background,NumArenas,pixelSize,movSize_1,movSize_2,movSize_3,originalFilename,originalPath,outputPaths,wormMovieName,bgMovieName,scalingFactor,wormLuminaceDistribution,bgLuminaceDistribution
,,,1,54.3478260869565,1200,1920,3,20210903_N2_L_N2_R_IAA_IAA_10000.avi,C:\Users\MOJO\Desktop\IAA_IAA_10000\20210903_N2_L_N2_R_IAA_IAA_10000\,C:\Users\MOJO\Desktop\IAA_IAA_10000\20210903_N2_L_N2_R_IAA_IAA_10000\20210903_N2_L_IAA_IAA_10000,20210903_N2_L_IAA_IAA_10000,20210903_N2_L_IAA_IAA_10000,4.266736,,
