animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20201230_AWC_odr3_HEX_10K__1/20201230_AWC_odr3_HEX_10K__1_ImageJ_data.csv,1,40,-0.7974663558467506,64.75,0.6966394990234779
20201230_AWC_odr3_HEX_10K__2/20201230_AWC_odr3_HEX_10K__2_ImageJ_data.csv,2,39,-0.7218045566760337,60.75,-0.6074285612576942
20201230_AWC_odr3_HEX_10K__3/20201230_AWC_odr3_HEX_10K__3_ImageJ_data.csv,3,39.75,-0.6054861445365918,66.25,0.5866003254917108
20201230_AWC_odr3_HEX_10K__4/20201230_AWC_odr3_HEX_10K__4_ImageJ_data.csv,4,39,-0.5952253241702495,65.25,0.5387270026857639
20201230_AWC_odr3_HEX_10K__5/20201230_AWC_odr3_HEX_10K__5_ImageJ_data.csv,5,38.5,-0.9349666554545918,60.75,-0.7798684918766241
20201230_AWC_odr3_HEX_10K__6/20201230_AWC_odr3_HEX_10K__6_ImageJ_data.csv,6,38,-0.42647809325904135,66,0.7372682852783456
20201230_AWC_odr3_HEX_10K__7/20201230_AWC_odr3_HEX_10K__7_ImageJ_data.csv,7,40,-0.6859439756272184,60.75,-0.6538509054467296
20210816_AWC_odr3_HEX_10K__1/20210816_AWC_odr3_HEX_10K__1_ImageJ_data.csv,8,40,-0.6455567109321094,60.75,-0.48689434322031877
20210816_AWC_odr3_HEX_10K__2/20210816_AWC_odr3_HEX_10K__2_ImageJ_data.csv,9,40.25,-0.8772950842633793,60.75,-0.8955574088024152
20210816_AWC_odr3_HEX_10K__3/20210816_AWC_odr3_HEX_10K__3_ImageJ_data.csv,10,40.25,-0.6265021449246276,60.75,-0.6247955165094806
20210816_AWC_odr3_HEX_10K__4/20210816_AWC_odr3_HEX_10K__4_ImageJ_data.csv,11,40.25,-0.9057323352362983,60.75,-0.8634810367300259
20210816_AWC_odr3_HEX_10K__5/20210816_AWC_odr3_HEX_10K__5_ImageJ_data.csv,12,40.25,-0.5986429342791808,60.75,-0.6025635215431521
20210816_AWC_odr3_HEX_10K__6/20210816_AWC_odr3_HEX_10K__6_ImageJ_data.csv,13,40.25,-0.6984154044956675,70,-0.7212147114650294
20210816_AWC_odr3_HEX_10K__7/20210816_AWC_odr3_HEX_10K__7_ImageJ_data.csv,14,39.25,-0.2776028731008263,65.25,0.4065950723522351
20210816_AWC_odr3_HEX_10K__8/20210816_AWC_odr3_HEX_10K__8_ImageJ_data.csv,15,39.75,-0.6093048447466552,60.75,-0.4993091888545677
20210816_AWC_odr3_HEX_10K__9/20210816_AWC_odr3_HEX_10K__9_ImageJ_data.csv,16,39.25,-0.10175941026305521,62.5,1.424800980477845
