buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
11402,22941,34343,9.414400000000002,5.740800000000002,15.155200000000004,18354.81713120326,60562.1939799331,0.53483243035257
