ybin,ybin_numeric,lum_bin,count,y_mm,relres
"(0.00222,0.338]",1,buffer,0,0,0
"(0.338,0.658]",2,buffer,0,0.324,0
"(0.658,0.978]",3,buffer,0,0.648,0
"(0.978,1.3]",4,buffer,1135,0.972,1.6841232434319628
"(1.3,1.62]",5,buffer,1142,1.296,1.6945099066073142
"(1.62,1.94]",6,buffer,985,1.62,1.4615518896744348
"(1.94,2.26]",7,buffer,997,1.944,1.479357597975037
"(2.26,2.58]",8,buffer,838,2.2680000000000002,1.2434319629920572
"(2.58,2.9]",9,buffer,773,2.592,1.146984376363795
"(2.9,3.22]",10,buffer,855,2.916,1.2686567164179103
"(3.22,3.54]",11,buffer,1298,3.24,1.9259841145151435
"(3.54,3.86]",12,buffer,1325,3.564,1.9660469581914986
"(3.86,4.18]",13,buffer,1263,3.888,1.874050798638387
"(4.18,4.5]",14,buffer,1455,4.212,2.158942131448023
"(4.5,4.82]",15,buffer,2049,4.5360000000000005,3.040324692327834
"(4.82,5.14]",16,buffer,1222,4.86,1.813214628611329
"(5.14,5.46]",17,dye,270,5.184,0.40062843676355064
"(5.46,5.77]",18,dye,95,5.508,0.14096185737976782
"(5.77,6.09]",19,dye,42,5.832,0.06231997905210788
"(6.09,6.41]",20,dye,57,6.156000000000001,0.08457711442786069
"(6.41,6.73]",21,dye,55,6.48,0.08160949637776031
"(6.73,7.05]",22,dye,62,6.804,0.09199615955311163
"(7.05,7.37]",23,dye,55,7.128,0.08160949637776031
"(7.37,7.69]",24,dye,172,7.452,0.25521515230863223
"(7.69,8.01]",25,dye,121,7.776,0.17954089203107268
"(8.01,8.33]",26,dye,32,8.1,0.047481888801606004
"(8.33,8.65]",27,dye,43,8.424,0.06380378807715806
"(8.65,8.97]",28,dye,78,8.748000000000001,0.11573710395391462
"(8.97,9.29]",29,dye,129,9.072000000000001,0.1914113642314742
"(9.29,9.61]",30,dye,145,9.396,0.2151523086322772
"(9.61,9.93]",31,dye,144,9.72,0.213668499607227
"(9.93,10.3]",32,dye,165,10.044,0.24482848913328095
"(10.3,10.6]",33,dye,459,10.368,0.681068342498036
"(10.6,10.9]",34,buffer,645,10.692,0.957056821157371
"(10.6,10.9]",34,dye,246,11.016,0.36501702016234616
"(10.9,11.2]",35,buffer,1859,11.34,2.7584009775682987
"(11.2,11.5]",36,buffer,1473,11.664,2.185650693898926
"(11.5,11.9]",37,buffer,1238,11.988,1.836955573012132
"(11.9,12.2]",38,buffer,1189,12.312000000000001,1.764248930784673
"(12.2,12.5]",39,buffer,1123,12.636000000000001,1.6663175351313606
"(12.5,12.8]",40,buffer,1235,12.96,1.8325041459369815
"(12.8,13.1]",41,buffer,1228,13.284,1.8221174827616302
"(13.1,13.5]",42,buffer,1410,13.608,2.0921707253207646
"(13.5,13.8]",43,buffer,1385,13.932,2.0550754996945098
"(13.8,14.1]",44,buffer,1285,14.256,1.906694597189491
"(14.1,14.4]",45,buffer,1388,14.58,2.05952692676966
"(14.4,14.7]",46,buffer,1206,14.904,1.789473684210526
"(14.7,15]",47,buffer,0,15.228,0
"(15,15.4]",48,buffer,0,15.552,0
"(15.4,15.7]",49,buffer,0,15.876000000000001,0
"(15.7,16]",50,buffer,0,16.2,0
