userInput,arena,background,NumArenas,pixelSize,movSize_1,movSize_2,movSize_3,originalFilename,originalPath,outputPaths,wormMovieName,bgMovieName,scalingFactor,wormLuminaceDistribution,bgLuminaceDistribution
,,,1,54.4099378881988,1200,1920,3,20210824_N2_L_odr3_R_HEX_10000.avi,X:\sengupta-lab\Munzareen_Khan\Microfluidics\Hex_project\stripe_assay\HEX\odr-3\HEX_10000\20210824_N2_L_odr3_R_HEX_10000\,X:\sengupta-lab\Munzareen_Khan\Microfluidics\Hex_project\stripe_assay\HEX\odr-3\HEX_10000\20210824_N2_L_odr3_R_HEX_10000\20210824_N2_L_HEX_10000,20210824_N2_L_HEX_10000,20210824_N2_L_HEX_10000,4.356005,,
