buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
25878,12812,38690,8.174171521035607,7.041498381877028,15.215669902912634,48170.154581939554,27684.897762363944,-0.27005790895237575
