buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
21757,14784,36541,8.635205338809033,6.312720739219709,14.947926078028742,37662.338638090325,35007.114723863524,-0.036538377425265535
