buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
7165,81120,88285,3.7480325520833326,11.642685185185185,15.390717737268517,29421.9676737421,107234.28513173905,0.5694018082638073
