buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
1164,22277,23441,8.710538116591934,6.461659192825116,15.17219730941705,2027.4795232824526,52307.159721017386,0.9253706456330193
