buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
28260,5512,33772,3.9554966907340576,10.87561296630566,14.831109657039717,105960.69006700677,7516.732774775478,-0.8675202064598206
