buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
21007,17155,38162,8.640143333333336,6.4146133333333335,15.05475666666667,36603.01236862197,40261.873506015436,0.047601204317936276
