buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
23526,23072,46598,7.989473138747879,6.655296637055834,14.644769775803713,43123.35090966384,50769.20634702411,0.08143196501142971
