buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
12477,18449,30926,9.272279495990846,5.809278350515468,15.081557846506314,20294.103228038097,47895.73573893327,0.4047763263418818
