buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
32909,3969,36878,9.051105348699767,5.88946468676123,14.940570035460997,54322.560654718036,10068.677821269835,-0.6872655951469377
