buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
19695,24014,43709,7.64416666666666,6.056666666666663,13.700833333333323,35299.84683309714,54322.25839295542,0.21225133589395523
