buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
17365,3501,20866,8.305343511450388,6.970229007633592,15.27557251908398,31938.51240808823,7672.600043806812,-0.612603657464826
