userInput,arena,background,NumArenas,pixelSize,movSize_1,movSize_2,movSize_3,originalFilename,originalPath,outputPaths,wormMovieName,bgMovieName,scalingFactor,wormLuminaceDistribution,bgLuminaceDistribution
,,,1,54.2857142857143,1200,1920,3,20210820_AWCablated_L_AWCASH_ablated_R_HEX_IAA_10000.avi,C:\Users\MOJO\Desktop\20210820_AWCablated_L_AWCASH_ablated_R_HEX_IAA_10000\,C:\Users\MOJO\Desktop\20210820_AWCablated_L_AWCASH_ablated_R_HEX_IAA_10000\20210820_AWCASH_ablated_R_HEX_IAA_10000,20210820_AWCASH_ablated_R_HEX_IAA_10000,20210820_AWCASH_ablated_R_HEX_IAA_10000,3.26571,,
