buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
14236,14543,28779,8.502839942528746,6.558043534482765,15.060883477011512,25215.897115307955,33398.74571653837,0.13960417066270228
