buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
963,31131,32094,7.920793269230767,7.121153846153842,15.041947115384609,1828.7808530978282,65757.72210032408,0.9458832526263964
