ybin,ybin_numeric,lum_bin,count,y_mm,relres
"(0.00235,0.335]",1,buffer,0,0,0
"(0.335,0.652]",2,buffer,0,0.324,0
"(0.652,0.969]",3,buffer,0,0.648,0
"(0.969,1.29]",4,buffer,1766,0.972,2.3861071371800984
"(1.29,1.6]",5,buffer,1502,1.296,2.0294070894929264
"(1.6,1.92]",6,buffer,1427,1.62,1.928071848672707
"(1.92,2.24]",7,buffer,1728,1.944,2.334763948497854
"(2.24,2.55]",8,buffer,1757,2.2680000000000002,2.373946908281672
"(2.55,2.87]",9,buffer,1463,2.592,1.9767127642664124
"(2.87,3.19]",10,buffer,1257,2.916,1.6983786361468765
"(3.19,3.5]",11,buffer,1132,3.24,1.5294865681131775
"(3.5,3.82]",12,buffer,1489,3.564,2.0118423144174216
"(3.82,4.14]",13,buffer,1504,3.888,2.0321093625814655
"(4.14,4.45]",14,buffer,1829,4.212,2.471228739469083
"(4.45,4.77]",15,buffer,523,4.5360000000000005,0.7066444126529964
"(4.77,5.09]",16,dye,180,4.86,0.24320457796852646
"(5.09,5.41]",17,dye,165,5.184,0.2229375298044826
"(5.41,5.72]",18,dye,112,5.508,0.15132729295819425
"(5.72,6.04]",19,dye,228,5.832,0.30805913209346686
"(6.04,6.36]",20,dye,183,6.156000000000001,0.24725798760133524
"(6.36,6.67]",21,dye,215,6.48,0.29049435701796217
"(6.67,6.99]",22,dye,97,6.804,0.13106024479415038
"(6.99,7.31]",23,dye,199,7.128,0.2688761723096487
"(7.31,7.62]",24,dye,201,7.452,0.2715784453981879
"(7.62,7.94]",25,dye,211,7.776,0.2850898108408838
"(7.94,8.26]",26,dye,268,8.1,0.36210459386425053
"(8.26,8.57]",27,dye,392,8.424,0.5296455253536798
"(8.57,8.89]",28,dye,155,8.748000000000001,0.20942616436178668
"(8.89,9.21]",29,dye,117,9.072000000000001,0.15808297567954221
"(9.21,9.53]",30,dye,123,9.396,0.16618979494515976
"(9.53,9.84]",31,dye,117,9.72,0.15808297567954221
"(9.84,10.2]",32,dye,216,10.044,0.2918454935622318
"(10.2,10.5]",33,dye,202,10.368,0.2729295819424575
"(10.5,10.8]",34,dye,206,10.692,0.27833412811953584
"(10.8,11.1]",35,buffer,159,11.016,0.21483071053886504
"(10.8,11.1]",35,dye,625,11.34,0.8444603401684947
"(11.1,11.4]",36,buffer,1399,11.664,1.8902400254331584
"(11.4,11.7]",37,buffer,1176,11.988,1.5889365760610397
"(11.7,12.1]",38,buffer,1263,12.312000000000001,1.706485455412494
"(12.1,12.4]",39,buffer,1256,12.636000000000001,1.697027499602607
"(12.4,12.7]",40,buffer,1033,12.96,1.395724050230488
"(12.7,13]",41,buffer,1016,13.284,1.372754728977905
"(13,13.3]",42,buffer,1441,13.608,1.9469877602924812
"(13.3,13.6]",43,buffer,1717,13.932,2.3199014465108885
"(13.6,14]",44,buffer,1321,14.256,1.7848513749801302
"(14,14.3]",45,buffer,1626,14.58,2.1969480209823558
"(14.3,14.6]",46,buffer,1528,14.904,2.064536639643936
"(14.6,14.9]",47,buffer,1222,15.228,1.6510888570974407
"(14.9,15.2]",48,buffer,0,15.552,0
"(15.2,15.5]",49,buffer,0,15.876000000000001,0
"(15.5,15.9]",50,buffer,0,16.2,0
