animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20220325_AWC_Wt_IAA/20220325_AWC_Wt_IAA__1/20220325_AWC_Wt_IAA__1_ImageJ_data.csv,1,40,-0.33571748693096565,62.5,0.6885871492135545
20220325_AWC_Wt_IAA/20220325_AWC_Wt_IAA__2/20220325_AWC_Wt_IAA__2_ImageJ_data.csv,2,38.5,-0.35691037329390013,60.75,-0.18219620186034374
20220325_AWC_Wt_IAA/20220325_AWC_Wt_IAA__3/20220325_AWC_Wt_IAA__3_ImageJ_data.csv,3,40.25,-0.13691620237074986,60.75,-0.10104850272366575
20220325_AWC_Wt_IAA/20220325_AWC_Wt_IAA__4/20220325_AWC_Wt_IAA__4_ImageJ_data.csv,4,40.25,-0.6583967365429565,60.75,-0.6812860858753386
20220325_AWC_Wt_IAA/20220325_AWC_Wt_IAA__5/20220325_AWC_Wt_IAA__5_ImageJ_data.csv,5,33.25,1.2733144250229909,69.5,-0.2547206695044035
20220326_AWC_WT_IAA/20220326_AWC_WT_IAA__1/20220326_AWC_WT_IAA__1_ImageJ_data.csv,6,39.75,-0.7500024299130426,64,0.38172467535520804
20220326_AWC_WT_IAA/20220326_AWC_WT_IAA__2/20220326_AWC_WT_IAA__2_ImageJ_data.csv,7,40,-0.5768119209905103,60.75,-0.4089978642744959
20220326_AWC_WT_IAA/20220326_AWC_WT_IAA__3/20220326_AWC_WT_IAA__3_ImageJ_data.csv,8,40,-0.2655815393659108,69.5,0.18627234185669417
20220326_AWC_WT_IAA/20220326_AWC_WT_IAA__4/20220326_AWC_WT_IAA__4_ImageJ_data.csv,9,39,-0.6379693871727965,60.75,-0.5535768802136802
20220326_AWC_WT_IAA/20220326_AWC_WT_IAA__5/20220326_AWC_WT_IAA__5_ImageJ_data.csv,10,40,-0.25761453124470124,60.75,-0.16054105686502254
20220326_AWC_WT_IAA/20220326_AWC_WT_IAA__6/20220326_AWC_WT_IAA__6_ImageJ_data.csv,11,40.25,-0.537931689722909,60.75,-0.4076284260462913
