animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20200212_AWC_odr1_HEX_IAA_10K/20200212_AWC_odr1_HEX_IAA_10K__1/20200212_AWC_odr1_HEX_IAA_10K__1_ImageJ_data.csv,1,33.5,2.599507399586086,60.75,0.49437225269902324
20200212_AWC_odr1_HEX_IAA_10K/20200212_AWC_odr1_HEX_IAA_10K__2/20200212_AWC_odr1_HEX_IAA_10K__2_ImageJ_data.csv,2,31.25,2.5251449278866733,60.75,0.6199496207360434
20200212_AWC_odr1_HEX_IAA_10K/20200212_AWC_odr1_HEX_IAA_10K__3/20200212_AWC_odr1_HEX_IAA_10K__3_ImageJ_data.csv,3,31.5,2.2026232915760877,70.25,-0.4169129008663807
20200212_AWC_odr1_HEX_IAA_10K/20200212_AWC_odr1_HEX_IAA_10K__4/20200212_AWC_odr1_HEX_IAA_10K__4_ImageJ_data.csv,4,32.25,0.6288945893134166,60.75,0.16618231449944043
20200212_AWC_odr1_HEX_IAA_10K/20200212_AWC_odr1_HEX_IAA_10K__5/20200212_AWC_odr1_HEX_IAA_10K__5_ImageJ_data.csv,5,33,0.3347680321991987,60.75,0.057723774405760764
20200212_AWC_odr1_HEX_IAA_10K/20200212_AWC_odr1_HEX_IAA_10K__6/20200212_AWC_odr1_HEX_IAA_10K__6_ImageJ_data.csv,6,33.75,0.67460919080564,70,0.022931519742385
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__1/20210729_AWC_odr1_HEX_IAA_10K__1_ImageJ_data.csv,7,31.5,2.3548970556870175,60.75,0.8914835938789566
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__10/20210729_AWC_odr1_HEX_IAA_10K__10_ImageJ_data.csv,8,35.5,2.9322148287899723,60.75,0.5829836156319684
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__11/20210729_AWC_odr1_HEX_IAA_10K__11_ImageJ_data.csv,9,40,2.157210089120503,60.75,1.6666156027262573
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__2/20210729_AWC_odr1_HEX_IAA_10K__2_ImageJ_data.csv,10,32,2.8678365834229513,60.75,1.5638232932244729
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__3/20210729_AWC_odr1_HEX_IAA_10K__3_ImageJ_data.csv,11,40.25,2.6901825540554416,60.75,1.6373088778093983
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__4/20210729_AWC_odr1_HEX_IAA_10K__4_ImageJ_data.csv,12,40.25,3.4032435981109477,60.75,2.5003734475813375
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__5/20210729_AWC_odr1_HEX_IAA_10K__5_ImageJ_data.csv,13,40.25,2.037205072113765,60.75,1.758650562756948
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__6/20210729_AWC_odr1_HEX_IAA_10K__6_ImageJ_data.csv,14,32,3.6857179390122488,60.75,1.7017579466841755
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__7/20210729_AWC_odr1_HEX_IAA_10K__7_ImageJ_data.csv,15,32.5,2.115929713358428,60.75,0.7364430347789958
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__8/20210729_AWC_odr1_HEX_IAA_10K__8_ImageJ_data.csv,16,36.5,2.726823679718957,60.75,1.3390488112492134
20210729_AWC_odr1_HEX_IAA_10K/20210729_AWC_odr1_HEX_IAA_10K__9/20210729_AWC_odr1_HEX_IAA_10K__9_ImageJ_data.csv,17,32.25,2.4621113935696846,60.75,1.4857453252472443
