animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20210828_AWC_WT_HEX_10K/20210828_AWC_WT_HEX_10K_1/20210828_AWC_WT_HEX_10K_1_ImageJ_data.csv,1,55.5,0.05542117948567208,68,-0.04485217626107234
20210828_AWC_WT_HEX_10K/20210828_AWC_WT_HEX_10K_2/20210828_AWC_WT_HEX_10K_2_ImageJ_data.csv,2,48.5,-0.5157086718961029,60.75,-0.4283831754782372
20210828_AWC_WT_HEX_10K/20210828_AWC_WT_HEX_10K_3/20210828_AWC_WT_HEX_10K_3_ImageJ_data.csv,3,48.25,-0.472040847761327,60.75,-0.35476605225869196
20210828_AWC_WT_HEX_10K/20210828_AWC_WT_HEX_10K_4/20210828_AWC_WT_HEX_10K_4_ImageJ_data.csv,4,48.25,-0.48723630058425194,60.75,-0.3921280486992422
20210828_AWC_WT_HEX_10K/20210828_AWC_WT_HEX_10K_5/20210828_AWC_WT_HEX_10K_5_ImageJ_data.csv,5,54.25,-0.41651716940971406,60.75,-0.3453811155712708
20210828_AWC_WT_HEX_10K/20210828_AWC_WT_HEX_10K_6/20210828_AWC_WT_HEX_10K_6_ImageJ_data.csv,6,56.5,-0.22550052380674762,60.75,-0.22921054985350328
20210828_AWC_WT_HEX_10K/20210828_AWC_WT_HEX_10K_7/20210828_AWC_WT_HEX_10K_7_ImageJ_data.csv,7,53.75,-0.16189620570587743,60.75,-0.04498072353595539
20210829_AWC_WT_HEX_10K/20210829_AWC_WT_HEX_10K__1/20210829_AWC_WT_HEX_10K__1_ImageJ_data.csv,8,51.25,-0.8113391935856075,60.75,-0.6064992267393432
20210829_AWC_WT_HEX_10K/20210829_AWC_WT_HEX_10K__2/20210829_AWC_WT_HEX_10K__2_ImageJ_data.csv,9,47.75,-0.7372113082185205,60.75,-0.48548896947877873
20210829_AWC_WT_HEX_10K/20210829_AWC_WT_HEX_10K__3/20210829_AWC_WT_HEX_10K__3_ImageJ_data.csv,10,47.5,-0.64287140060184,60.75,-0.4082039310375072
20210829_AWC_WT_HEX_10K/20210829_AWC_WT_HEX_10K__4/20210829_AWC_WT_HEX_10K__4_ImageJ_data.csv,11,49.25,-0.3992464607100409,65.25,0.613657941011378
20210829_AWC_WT_HEX_10K/20210829_AWC_WT_HEX_10K__5/20210829_AWC_WT_HEX_10K__5_ImageJ_data.csv,12,51.75,-0.4194496006109226,64,0.9385902566667438
20210829_AWC_WT_HEX_10K/20210829_AWC_WT_HEX_10K__6/20210829_AWC_WT_HEX_10K__6_ImageJ_data.csv,13,51.75,-0.584732119409723,63.25,0.6549488936977534
20210829_AWC_WT_HEX_10K/20210829_AWC_WT_HEX_10K__7/20210829_AWC_WT_HEX_10K__7_ImageJ_data.csv,14,53.75,-0.47507448234673405,60.75,-0.41033257723408184
20210829_AWC_WT_HEX_10K/20210829_AWC_WT_HEX_10K__8/20210829_AWC_WT_HEX_10K__8_ImageJ_data.csv,15,39.5,-0.2761480976673699,60.75,-0.17791322507942495
20210829_AWC_WT_HEX_10K/20210829_AWC_WT_HEX_10K__9/20210829_AWC_WT_HEX_10K__9_ImageJ_data.csv,16,43.25,-0.43837758765673013,67.25,0.5650119397918344
