ybin,ybin_numeric,lum_bin,count,y_mm,relres
"(0.0024,0.334]",1,buffer,0,0,0
"(0.334,0.651]",2,buffer,0,0.3176470588235294,0
"(0.651,0.967]",3,buffer,0,0.6352941176470588,0
"(0.967,1.28]",4,buffer,58,0.9529411764705882,0.06171096515458433
"(1.28,1.6]",5,buffer,23,1.2705882352941176,0.0244715896302662
"(1.6,1.92]",6,buffer,43,1.588235294117647,0.04575123278701942
"(1.92,2.23]",7,buffer,111,1.9058823529411764,0.11810201951998035
"(2.23,2.55]",8,buffer,115,2.223529411764706,0.122357948151331
"(2.55,2.86]",9,buffer,155,2.541176470588235,0.16491723446483744
"(2.86,3.18]",10,buffer,259,2.8588235294117643,0.27557137887995414
"(3.18,3.5]",11,buffer,644,3.176470588235294,0.6852045096474536
"(3.5,3.81]",12,buffer,749,3.4941176470588236,0.7969226362204079
"(3.81,4.13]",13,buffer,611,3.8117647058823527,0.6500930984388108
"(4.13,4.44]",14,buffer,1669,4.129411764705882,1.775786221431056
"(4.44,4.76]",15,buffer,110,4.447058823529412,0.11703803736214269
"(4.44,4.76]",15,dye,3074,4.764705882352941,3.2706811531929696
"(4.76,5.08]",16,dye,3176,5.08235294117647,3.3792073332924106
"(5.08,5.39]",17,dye,2122,5.3999999999999995,2.2577701389315163
"(5.39,5.71]",18,dye,1882,5.717647058823529,2.0024144210504775
"(5.71,6.03]",19,dye,2101,6.035294117647059,2.2354265136169253
"(6.03,6.34]",20,dye,1775,6.352941176470588,1.888568330161848
"(6.34,6.66]",21,dye,1644,6.670588235294117,1.7491866674851144
"(6.66,6.97]",22,dye,2116,6.988235294117647,2.25138624598449
"(6.97,7.29]",23,dye,2027,7.305882352941176,2.1566918339369385
"(7.29,7.61]",24,dye,2141,7.6235294117647054,2.277985799930432
"(7.61,7.92]",25,dye,2029,7.941176470588235,2.158819798252614
"(7.92,8.24]",26,dye,1515,8.258823529411764,1.6119329691240563
"(8.24,8.55]",27,dye,1392,8.576470588235294,1.481063163710024
"(8.55,8.87]",28,dye,1924,8.894117647058824,2.0471016716796595
"(8.87,9.19]",29,dye,1353,9.211764705882352,1.439567859554355
"(9.19,9.5]",30,dye,1525,9.529411764705882,1.6225727907024328
"(9.5,9.82]",31,dye,1530,9.84705882352941,1.6278927014916211
"(9.82,10.1]",32,dye,1060,10.16470588235294,1.1278210873079204
"(10.1,10.5]",33,dye,1349,10.48235294117647,1.4353119309230045
"(10.5,10.8]",34,dye,1312,10.799999999999999,1.395944591083011
"(10.8,11.1]",35,dye,2429,11.117647058823529,2.5844126613876783
"(11.1,11.4]",36,dye,1931,11.435294117647057,2.054549546784523
"(11.4,11.7]",37,buffer,1045,11.752941176470587,1.1118613549403555
"(11.4,11.7]",37,dye,438,12.070588235294117,0.46602418513289545
"(11.7,12]",38,buffer,430,12.388235294117646,0.4575123278701942
"(12,12.3]",39,buffer,161,12.705882352941176,0.1713011274118634
"(12.3,12.7]",40,buffer,186,13.023529411764706,0.19790068135780492
"(12.7,13]",41,buffer,173,13.341176470588234,0.18406891330591532
"(13,13.3]",42,buffer,51,13.658823529411764,0.0542630900497207
"(13.3,13.6]",43,buffer,49,13.976470588235294,0.052135125734045384
"(13.6,13.9]",44,buffer,99,14.294117647058822,0.10533423362592842
"(13.9,14.2]",45,buffer,140,14.611764705882353,0.14895750209727252
"(14.2,14.6]",46,buffer,93,14.92941176470588,0.09895034067890246
"(14.6,14.9]",47,buffer,54,15.247058823529411,0.05745503652323369
"(14.9,15.2]",48,buffer,0,15.564705882352941,0
"(15.2,15.5]",49,buffer,0,15.88235294117647,0
"(15.5,15.8]",50,buffer,0,16.2,0
