animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20220123_AWC_WT_DIA_1K/20220123_AWC_WT_DIA_1K__1/20220123_AWC_WT_DIA_1K__1_ImageJ_data.csv,1,39,0.04420499006417164,70.25,0.12902059030638144
20220123_AWC_WT_DIA_1K/20220123_AWC_WT_DIA_1K__2/20220123_AWC_WT_DIA_1K__2_ImageJ_data.csv,2,38.75,0.2400276829523443,62.5,0.18308758225531926
20220123_AWC_WT_DIA_1K/20220123_AWC_WT_DIA_1K__3/20220123_AWC_WT_DIA_1K__3_ImageJ_data.csv,3,40.25,-0.4145096951101059,60.75,-0.33957205085678716
20220123_AWC_WT_DIA_1K/20220123_AWC_WT_DIA_1K__4/20220123_AWC_WT_DIA_1K__4_ImageJ_data.csv,4,38,-0.07709279067206837,70,0.22215549442714458
20220123_AWC_WT_DIA_1K/20220123_AWC_WT_DIA_1K__6/20220123_AWC_WT_DIA_1K__6_ImageJ_data.csv,5,39,-0.2662994789064771,60.75,-0.1347321534217797
20220126_AWC_WT_DIA_1K/20220126_AWC_WT_DIA_1K__1/20220126_AWC_WT_DIA_1K__1_ImageJ_data.csv,6,40,-0.71053558973886,60.75,-0.6790128393564959
20220126_AWC_WT_DIA_1K/20220126_AWC_WT_DIA_1K__2/20220126_AWC_WT_DIA_1K__2_ImageJ_data.csv,7,40.25,-0.7422563246128154,60.75,-0.7768330292484965
20220126_AWC_WT_DIA_1K/20220126_AWC_WT_DIA_1K__3/20220126_AWC_WT_DIA_1K__3_ImageJ_data.csv,8,39.75,-0.5752043644699187,61.25,-0.5707532904183931
20220126_AWC_WT_DIA_1K/20220126_AWC_WT_DIA_1K__4/20220126_AWC_WT_DIA_1K__4_ImageJ_data.csv,9,40.25,-0.5047571344889521,61.5,-0.4777153464936268
20220126_AWC_WT_DIA_1K/20220126_AWC_WT_DIA_1K__5/20220126_AWC_WT_DIA_1K__5_ImageJ_data.csv,10,40.25,-0.5978748163505928,60.75,-0.579664467273296
20220126_AWC_WT_DIA_1K/20220126_AWC_WT_DIA_1K__6/20220126_AWC_WT_DIA_1K__6_ImageJ_data.csv,11,40,-0.4524021432998738,60.75,-0.3906700032460975
20220126_AWC_WT_DIA_1K/20220126_AWC_WT_DIA_1K__7/20220126_AWC_WT_DIA_1K__7_ImageJ_data.csv,12,39.25,-0.20423226495918337,63.25,-0.11526680458214925
20220126_AWC_WT_DIA_1K/20220126_AWC_WT_DIA_1K__8/20220126_AWC_WT_DIA_1K__8_ImageJ_data.csv,13,35.5,-0.21615710367553528,64,-0.09340616258829522
