animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20201209_AWC_odr1p_HEX_IAA_10K__1/20201209_AWC_odr1p_HEX_IAA_10K__1_ImageJ_data.csv,1,40.25,2.8529592918571427,60.75,0.9200589968571429
20201209_AWC_odr1p_HEX_IAA_10K__2/20201209_AWC_odr1p_HEX_IAA_10K__2_ImageJ_data.csv,2,35.75,2.9641059255714284,60.75,2.5689750795714286
20201209_AWC_odr1p_HEX_IAA_10K__3/20201209_AWC_odr1p_HEX_IAA_10K__3_ImageJ_data.csv,3,33,1.5059773082857142,60.75,0.7949054992857143
20201226_AWC_odr1p_HEX_IAA_10K__1/20201226_AWC_odr1p_HEX_IAA_10K__1_ImageJ_data.csv,4,31.75,3.748891111142857,60.75,1.6142395601428572
20201226_AWC_odr1p_HEX_IAA_10K__2/20201226_AWC_odr1p_HEX_IAA_10K__2_ImageJ_data.csv,5,31.5,1.5411303068571427,60.75,0.9866426948571428
20210819_AWC_odr1p_HEX_IAA_10K__1/20210819_AWC_odr1p_HEX_IAA_10K__1_ImageJ_data.csv,6,40.25,0.6456853804285714,60.75,0.3483789614285714
20210819_AWC_odr1p_HEX_IAA_10K__2/20210819_AWC_odr1p_HEX_IAA_10K__2_ImageJ_data.csv,7,36.5,2.4095710742857146,60.75,0.8586131732857143
20210819_AWC_odr1p_HEX_IAA_10K__3/20210819_AWC_odr1p_HEX_IAA_10K__3_ImageJ_data.csv,8,33.25,0.043337156,60.75,0.09466361499999999
20210819_AWC_odr1p_HEX_IAA_10K__4/20210819_AWC_odr1p_HEX_IAA_10K__4_ImageJ_data.csv,9,31.25,2.5379060108571427,60.75,1.5120060528571428
20210819_AWC_odr1p_HEX_IAA_10K__5/20210819_AWC_odr1p_HEX_IAA_10K__5_ImageJ_data.csv,10,32.5,3.438152474142857,60.75,1.6835666071428572
20210819_AWC_odr1p_HEX_IAA_10K__6/20210819_AWC_odr1p_HEX_IAA_10K__6_ImageJ_data.csv,11,40.25,0.6724612138571429,60.75,0.3311792708571429
20210819_AWC_odr1p_HEX_IAA_10K__7/20210819_AWC_odr1p_HEX_IAA_10K__7_ImageJ_data.csv,12,40.25,1.4053526617142857,60.75,0.49304260271428574
20210819_AWC_odr1p_HEX_IAA_10K__8/20210819_AWC_odr1p_HEX_IAA_10K__8_ImageJ_data.csv,13,34.75,0.40646853085714285,70.25,-0.4010459241428571
20210819_AWC_odr1p_HEX_IAA_10K__9/20210819_AWC_odr1p_HEX_IAA_10K__9_ImageJ_data.csv,14,40.25,1.4649719372857142,60.75,0.9263101322857143
