animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20201230_AWC_unc13_HEX_10K__1/20201230_AWC_unc13_HEX_10K__1_ImageJ_data.csv,1,40,-0.9185251253754383,60.75,-0.6761827891109626
20201230_AWC_unc13_HEX_10K__2/20201230_AWC_unc13_HEX_10K__2_ImageJ_data.csv,2,40.25,-0.6963668611439001,65,0.9586573669015784
20201230_AWC_unc13_HEX_10K__3/20201230_AWC_unc13_HEX_10K__3_ImageJ_data.csv,3,40,-0.4559960727231056,66,0.507653194624185
20201230_AWC_unc13_HEX_10K__4/20201230_AWC_unc13_HEX_10K__4_ImageJ_data.csv,4,39.75,-0.3133697612699664,60.75,-0.22892980728964737
20201230_AWC_unc13_HEX_10K__5/20201230_AWC_unc13_HEX_10K__5_ImageJ_data.csv,5,40,-0.5307723833589705,60.75,-0.3705212643680968
20210702_AWC_unc13_HEX_10K__1/20210702_AWC_unc13_HEX_10K__1_ImageJ_data.csv,6,40.25,-0.7911395794984081,60.75,-0.5269601999560273
20210702_AWC_unc13_HEX_10K__10/20210702_AWC_unc13_HEX_10K__10_ImageJ_data.csv,7,38.5,-0.2401384031082464,63.75,0.32293978351125996
20210702_AWC_unc13_HEX_10K__2/20210702_AWC_unc13_HEX_10K__2_ImageJ_data.csv,8,35,-0.23771739858983412,64.75,0.8812464438122795
20210702_AWC_unc13_HEX_10K__3/20210702_AWC_unc13_HEX_10K__3_ImageJ_data.csv,9,39.25,-0.427250262225025,70.25,0.6023703862896156
20210702_AWC_unc13_HEX_10K__4/20210702_AWC_unc13_HEX_10K__4_ImageJ_data.csv,10,40,-0.3600209166418545,67,-0.3001997432926224
20210702_AWC_unc13_HEX_10K__5/20210702_AWC_unc13_HEX_10K__5_ImageJ_data.csv,11,40,-0.2685411449363671,60.75,-0.13752217971331052
20210702_AWC_unc13_HEX_10K__6/20210702_AWC_unc13_HEX_10K__6_ImageJ_data.csv,12,39.75,-0.710743429626325,60.75,-0.5934881070952058
20210702_AWC_unc13_HEX_10K__7/20210702_AWC_unc13_HEX_10K__7_ImageJ_data.csv,13,40.25,-0.13789576383846003,62.5,0.7553972511662478
20210702_AWC_unc13_HEX_10K__8/20210702_AWC_unc13_HEX_10K__8_ImageJ_data.csv,14,40.25,-0.30032396550266616,60.75,-0.2475397551502913
20210702_AWC_unc13_HEX_10K__9/20210702_AWC_unc13_HEX_10K__9_ImageJ_data.csv,15,39.25,-0.07867533190293638,69,0.10111642435599888
