animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20220122_AWC_WT_HEX_100K/20220122_AWC_WT_HEX_100K__1/20220122_AWC_WT_HEX_100K__1_ImageJ_data.csv,1,39,-0.15919812499365926,62,1.0002814712099983
20220122_AWC_WT_HEX_100K/20220122_AWC_WT_HEX_100K__2/20220122_AWC_WT_HEX_100K__2_ImageJ_data.csv,2,39.25,-0.06637972895670052,66,-0.11391565558268238
20220122_AWC_WT_HEX_100K/20220122_AWC_WT_HEX_100K__3/20220122_AWC_WT_HEX_100K__3_ImageJ_data.csv,3,38,-0.029178731939396713,61.25,0.7360539315094802
20220122_AWC_WT_HEX_100K/20220122_AWC_WT_HEX_100K__4/20220122_AWC_WT_HEX_100K__4_ImageJ_data.csv,4,31,-0.069907922441555,62,1.3279845326268955
20220122_AWC_WT_HEX_100K/20220122_AWC_WT_HEX_100K__5/20220122_AWC_WT_HEX_100K__5_ImageJ_data.csv,5,34.5,0.023089760073562046,66.5,-0.017869425164446735
20220122_AWC_WT_HEX_100K/20220122_AWC_WT_HEX_100K__6/20220122_AWC_WT_HEX_100K__6_ImageJ_data.csv,6,39,-0.0401388632884902,61.75,0.4783392283505773
20220123_AWC_WT_HEX_100K/20220123_AWC_WT_HEX_100K__1/20220123_AWC_WT_HEX_100K__1_ImageJ_data.csv,7,34.25,-0.026767207975729693,62.25,0.1236679050269337
20220123_AWC_WT_HEX_100K/20220123_AWC_WT_HEX_100K__2/20220123_AWC_WT_HEX_100K__2_ImageJ_data.csv,8,40.25,-0.3906355006313739,65.75,0.7274073570422307
20220123_AWC_WT_HEX_100K/20220123_AWC_WT_HEX_100K__3/20220123_AWC_WT_HEX_100K__3_ImageJ_data.csv,9,40.25,-0.39662437467093553,67.75,0.6989695484664363
20220123_AWC_WT_HEX_100K/20220123_AWC_WT_HEX_100K__4/20220123_AWC_WT_HEX_100K__4_ImageJ_data.csv,10,31,0.13081686751045457,69.5,-0.08797598861905544
20220123_AWC_WT_HEX_100K/20220123_AWC_WT_HEX_100K__5/20220123_AWC_WT_HEX_100K__5_ImageJ_data.csv,11,40.25,-0.4996917310316815,60.75,-0.46205696030508703
20220123_AWC_WT_HEX_100K/20220123_AWC_WT_HEX_100K__6/20220123_AWC_WT_HEX_100K__6_ImageJ_data.csv,12,39.75,-0.3799298089825132,67.25,0.8174903740719595
20220210_AWC_WT_HEX_100K/20220210_AWC_WT_HEX_100K__1/20220210_AWC_WT_HEX_100K__1_ImageJ_data.csv,13,38.75,-0.38086277874324537,70.25,0.5950666091448338
20220210_AWC_WT_HEX_100K/20220210_AWC_WT_HEX_100K__2/20220210_AWC_WT_HEX_100K__2_ImageJ_data.csv,14,37.5,-0.33527993931789934,61.5,-0.35096989521193467
20220210_AWC_WT_HEX_100K/20220210_AWC_WT_HEX_100K__3/20220210_AWC_WT_HEX_100K__3_ImageJ_data.csv,15,39.25,-0.1566878116623939,61.5,-0.13351163674708902
20220210_AWC_WT_HEX_100K/20220210_AWC_WT_HEX_100K__4/20220210_AWC_WT_HEX_100K__4_ImageJ_data.csv,16,40.25,0.5976128306472004,61.5,0.4457431057634922
20220210_AWC_WT_HEX_100K/20220210_AWC_WT_HEX_100K__5/20220210_AWC_WT_HEX_100K__5_ImageJ_data.csv,17,40.25,-0.08302167232227356,60.75,-0.02465999273207908
20220212_AWC_WT_HEX_100K/20220212_AWC_WT_HEX_100K__1/20220212_AWC_WT_HEX_100K__1_ImageJ_data.csv,18,40,-0.728495541680035,67,0.8342891718412877
20220212_AWC_WT_HEX_100K/20220212_AWC_WT_HEX_100K__2/20220212_AWC_WT_HEX_100K__2_ImageJ_data.csv,19,40,-0.19854207191012174,69,0.580466685914633
20220212_AWC_WT_HEX_100K/20220212_AWC_WT_HEX_100K__3/20220212_AWC_WT_HEX_100K__3_ImageJ_data.csv,20,40,-0.7959358166419602,69.5,0.598899013064577
20220212_AWC_WT_HEX_100K/20220212_AWC_WT_HEX_100K__4/20220212_AWC_WT_HEX_100K__4_ImageJ_data.csv,21,40,-0.22738073782485982,70.25,0.3567282673135807
20220212_AWC_WT_HEX_100K/20220212_AWC_WT_HEX_100K__5/20220212_AWC_WT_HEX_100K__5_ImageJ_data.csv,22,40,-0.17101799063707782,66.25,0.42977613410747473
