animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20200911_AWC_Is_odr1p_IAA_10000__1/20200911_AWC_Is_odr1p_IAA_10000__1_ImageJ_data.csv,1,40.25,-0.5445938657292526,62.75,-0.5120168496989275
20200911_AWC_Is_odr1p_IAA_10000__10/20200911_AWC_Is_odr1p_IAA_10000__10_ImageJ_data.csv,2,39.75,-0.2821812356269124,60.75,-0.15155779567908578
20200911_AWC_Is_odr1p_IAA_10000__11/20200911_AWC_Is_odr1p_IAA_10000__11_ImageJ_data.csv,3,40.25,-0.7523195364170457,60.75,-0.7875590046214347
20200911_AWC_Is_odr1p_IAA_10000__12/20200911_AWC_Is_odr1p_IAA_10000__12_ImageJ_data.csv,4,40,-0.43598339036381617,60.75,-0.29104093771089695
20200911_AWC_Is_odr1p_IAA_10000__13/20200911_AWC_Is_odr1p_IAA_10000__13_ImageJ_data.csv,5,34.25,-0.19569112991396476,69.5,-0.7983267596285172
20200911_AWC_Is_odr1p_IAA_10000__14/20200911_AWC_Is_odr1p_IAA_10000__14_ImageJ_data.csv,6,40.25,-0.5588163386179886,60.75,-0.5119202567648546
20200911_AWC_Is_odr1p_IAA_10000__15/20200911_AWC_Is_odr1p_IAA_10000__15_ImageJ_data.csv,7,37.5,-0.12523377916478948,60.75,-0.045329018624273604
20200911_AWC_Is_odr1p_IAA_10000__2/20200911_AWC_Is_odr1p_IAA_10000__2_ImageJ_data.csv,8,40.25,-0.7101656126825754,60.75,-0.7570572274355086
20200911_AWC_Is_odr1p_IAA_10000__3/20200911_AWC_Is_odr1p_IAA_10000__3_ImageJ_data.csv,9,40.25,-0.7264417689510861,60.75,-0.7354806154709002
20200911_AWC_Is_odr1p_IAA_10000__4/20200911_AWC_Is_odr1p_IAA_10000__4_ImageJ_data.csv,10,40.25,-0.472644647547813,61,-0.43308636792898414
20200911_AWC_Is_odr1p_IAA_10000__5/20200911_AWC_Is_odr1p_IAA_10000__5_ImageJ_data.csv,11,39,-0.4680504698772425,60.75,-0.4925091744186949
20200911_AWC_Is_odr1p_IAA_10000__6/20200911_AWC_Is_odr1p_IAA_10000__6_ImageJ_data.csv,12,38.75,0.07007398312058498,65.25,0.08471411679653122
20200911_AWC_Is_odr1p_IAA_10000__7/20200911_AWC_Is_odr1p_IAA_10000__7_ImageJ_data.csv,13,40.25,0.20571934062144803,70.25,2.481266237616179
20200911_AWC_Is_odr1p_IAA_10000__8/20200911_AWC_Is_odr1p_IAA_10000__8_ImageJ_data.csv,14,40.25,-0.5643468799800163,61,-0.5694267561886115
20200911_AWC_Is_odr1p_IAA_10000__9/20200911_AWC_Is_odr1p_IAA_10000__9_ImageJ_data.csv,15,40.25,-0.43541778805055076,60.75,-0.3176228040321437
20201005_AWC_Is_odr1p_IAA_10K__1/20201005_AWC_Is_odr1p_IAA_10K__1_ImageJ_data.csv,16,39.5,-0.6228034343409451,62.25,-0.6005154593219574
20201005_AWC_Is_odr1p_IAA_10K__2/20201005_AWC_Is_odr1p_IAA_10K__2_ImageJ_data.csv,17,40.25,-0.7353794849747298,60.75,-0.6978216328274631
20201005_AWC_Is_odr1p_IAA_10K__3/20201005_AWC_Is_odr1p_IAA_10K__3_ImageJ_data.csv,18,40.25,-0.47838217556479656,60.75,-0.330252317671193
