animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20210828_AWC_WT_IAA_HEX_10K__1/20210828_AWC_WT_IAA_HEX_10K__1_ImageJ_data.csv,1,40.25,-0.5554824616970052,66.5,0.6871954013436943
20210828_AWC_WT_IAA_HEX_10K__10/20210828_AWC_WT_IAA_HEX_10K__10_ImageJ_data.csv,2,38,-0.06796958872419355,60.75,-0.1285125311667403
20210828_AWC_WT_IAA_HEX_10K__11/20210828_AWC_WT_IAA_HEX_10K__11_ImageJ_data.csv,3,38.75,0.08389300266077779,60.75,0.07239825542132879
20210828_AWC_WT_IAA_HEX_10K__2/20210828_AWC_WT_IAA_HEX_10K__2_ImageJ_data.csv,4,38.25,-0.22095861146504894,69.75,0.6836937159665041
20210828_AWC_WT_IAA_HEX_10K__3/20210828_AWC_WT_IAA_HEX_10K__3_ImageJ_data.csv,5,35.5,0.13777578280330505,70.25,-0.3165631421648303
20210828_AWC_WT_IAA_HEX_10K__4/20210828_AWC_WT_IAA_HEX_10K__4_ImageJ_data.csv,6,40.25,0.52138972156927,60.75,0.31715456656118285
20210828_AWC_WT_IAA_HEX_10K__5/20210828_AWC_WT_IAA_HEX_10K__5_ImageJ_data.csv,7,39.75,0.03880764091682169,62.5,0.03555849767126788
20210828_AWC_WT_IAA_HEX_10K__6/20210828_AWC_WT_IAA_HEX_10K__6_ImageJ_data.csv,8,40,0.15671475918879008,60.75,0.0769963036286779
20210828_AWC_WT_IAA_HEX_10K__7/20210828_AWC_WT_IAA_HEX_10K__7_ImageJ_data.csv,9,37.5,0.03135055711873562,60.75,-0.03196429030294873
20210828_AWC_WT_IAA_HEX_10K__8/20210828_AWC_WT_IAA_HEX_10K__8_ImageJ_data.csv,10,38.25,0.04531370452663736,64.25,-0.027211563585390758
20210828_AWC_WT_IAA_HEX_10K__9/20210828_AWC_WT_IAA_HEX_10K__9_ImageJ_data.csv,11,40,0.16515000042722988,60.75,0.20702850193250344
20210829_AWC_WT_IAA_HEX_10K__1/20210828_AWC_WT_IAA_HEX_10K__12_ImageJ_data.csv,12,39.25,0.21850855284958093,60.75,0.5858964024743327
20210829_AWC_WT_IAA_HEX_10K__2/20210828_AWC_WT_IAA_HEX_10K__13_ImageJ_data.csv,13,32,0.08947418122220178,70.25,0.07240817319375775
20210829_AWC_WT_IAA_HEX_10K__3/20210828_AWC_WT_IAA_HEX_10K__14_ImageJ_data.csv,14,40,-0.5528007346189163,66.5,0.699028407239551
20210829_AWC_WT_IAA_HEX_10K__4/20210828_AWC_WT_IAA_HEX_10K__15_ImageJ_data.csv,15,36.75,0.030219635435665953,62.75,-0.025187345387396
