ybin,ybin_numeric,lum_bin,count,y_mm,relres
"(0.00241,0.341]",1,buffer,0,0,0
"(0.341,0.664]",2,buffer,0,0.3176470588235294,0
"(0.664,0.987]",3,buffer,0,0.6352941176470588,0
"(0.987,1.31]",4,buffer,781,0.9529411764705882,0.8768649465615891
"(1.31,1.63]",5,buffer,1153,1.2705882352941176,1.2945266112490554
"(1.63,1.95]",6,buffer,911,1.588235294117647,1.0228219799201124
"(1.95,2.28]",7,buffer,1020,1.9058823529411764,1.1452013386591817
"(2.28,2.6]",8,buffer,1112,2.223529411764706,1.2484940084205982
"(2.6,2.92]",9,buffer,1696,2.541176470588235,1.904177912123502
"(2.92,3.25]",10,buffer,2197,2.8588235294117643,2.4666738637590413
"(3.25,3.57]",11,buffer,1933,3.176470588235294,2.1702688114001942
"(3.57,3.89]",12,buffer,1595,3.4941176470588236,1.7907805246680342
"(3.89,4.21]",13,buffer,1855,3.8117647058823527,2.0826945913850805
"(4.21,4.54]",14,buffer,2164,4.129411764705882,2.4296232322141855
"(4.54,4.86]",15,buffer,1503,4.447058823529412,1.6874878549066177
"(4.86,5.18]",16,buffer,1336,4.764705882352941,1.499989204361438
"(5.18,5.5]",17,buffer,1267,5.08235294117647,1.4225197020403757
"(5.18,5.5]",17,dye,69,5.3999999999999995,0.0774695023210623
"(5.5,5.83]",18,dye,1488,5.717647058823529,1.6706466587498652
"(5.83,6.15]",19,dye,1178,6.035294117647059,1.3225952715103098
"(6.15,6.47]",20,dye,1126,6.352941176470588,1.2642124581669005
"(6.47,6.8]",21,dye,756,6.670588235294117,0.8487962863003347
"(6.8,7.12]",22,dye,982,6.988235294117647,1.102536975062075
"(7.12,7.44]",23,dye,694,7.305882352941176,0.7791860088524236
"(7.44,7.76]",24,dye,372,7.6235294117647054,0.4176616646874663
"(7.76,8.09]",25,dye,581,7.941176470588235,0.6523156644715535
"(8.09,8.41]",26,dye,457,8.258823529411764,0.5130951095757315
"(8.41,8.73]",27,dye,656,8.576470588235294,0.7365216452553168
"(8.73,9.05]",28,dye,769,8.894117647058824,0.863391989636187
"(9.05,9.38]",29,dye,377,9.211764705882352,0.42327539673971715
"(9.38,9.7]",30,dye,1062,9.529411764705882,1.1923566878980891
"(9.7,10]",31,dye,1186,9.84705882352941,1.3315772427939112
"(10,10.3]",32,dye,799,10.16470588235294,0.8970743819496924
"(10.3,10.7]",33,dye,742,10.48235294117647,0.8330778365540322
"(10.7,11]",34,dye,575,10.799999999999999,0.6455791860088524
"(11,11.3]",35,buffer,228,11.117647058823529,0.25598618158264064
"(11,11.3]",35,dye,442,11.435294117647057,0.49625391341897873
"(11.3,11.6]",36,buffer,1257,11.752941176470587,1.4112922379358739
"(11.6,12]",37,buffer,1143,12.070588235294117,1.2832991471445536
"(12,12.3]",38,buffer,891,12.388235294117646,1.0003670517111087
"(12.3,12.6]",39,buffer,1142,12.705882352941176,1.2821764007341034
"(12.6,12.9]",40,buffer,1180,13.023529411764706,1.3248407643312101
"(12.9,13.2]",41,buffer,1021,13.341176470588234,1.146324085069632
"(13.2,13.6]",42,buffer,738,13.658823529411764,0.8285868509122315
"(13.6,13.9]",43,buffer,870,13.976470588235294,0.976789377091655
"(13.9,14.2]",44,buffer,937,14.294117647058822,1.0520133865918169
"(14.2,14.5]",45,buffer,1012,14.611764705882353,1.1362193673755803
"(14.5,14.9]",46,buffer,959,14.92941176470588,1.0767138076217209
"(14.9,15.2]",47,buffer,103,15.247058823529411,0.11564288027636835
"(15.2,15.5]",48,buffer,0,15.564705882352941,0
"(15.5,15.8]",49,buffer,0,15.88235294117647,0
"(15.8,16.2]",50,buffer,0,16.2,0
