ybin,ybin_numeric,lum_bin,count,y_mm,relres
"(0.00253,0.337]",1,buffer,0,0,0
"(0.337,0.656]",2,buffer,0,0.324,0
"(0.656,0.974]",3,buffer,0,0.648,0
"(0.974,1.29]",4,buffer,1207,0.972,1.6846008593087216
"(1.29,1.61]",5,buffer,840,1.296,1.1723817082181658
"(1.61,1.93]",6,buffer,900,1.62,1.2561232588051778
"(1.93,2.25]",7,buffer,857,1.944,1.196108480884486
"(2.25,2.57]",8,buffer,943,2.2680000000000002,1.3161380367258695
"(2.57,2.89]",9,buffer,886,2.592,1.2365835636682083
"(2.89,3.2]",10,buffer,1022,2.916,1.4263977449987686
"(3.2,3.52]",11,buffer,1023,3.24,1.427793437508552
"(3.52,3.84]",12,buffer,995,3.564,1.3887140472346131
"(3.84,4.16]",13,buffer,1049,3.888,1.4640814427629238
"(4.16,4.48]",14,buffer,1074,4.212,1.498973755507512
"(4.48,4.8]",15,buffer,1002,4.5360000000000005,1.398483894803098
"(4.8,5.12]",16,buffer,923,4.86,1.2882241865301989
"(5.12,5.43]",17,dye,773,5.184,1.0788703100626693
"(5.43,5.75]",18,dye,903,5.508,1.2603103363345283
"(5.75,6.07]",19,dye,917,5.832,1.2798500314714978
"(6.07,6.39]",20,dye,963,6.156000000000001,1.34405188692154
"(6.39,6.71]",21,dye,841,6.48,1.1737774007279493
"(6.71,7.03]",22,dye,774,6.804,1.0802660025724529
"(7.03,7.35]",23,dye,943,7.128,1.3161380367258695
"(7.35,7.66]",24,dye,937,7.452,1.3077638816671684
"(7.66,7.98]",25,dye,645,7.776,0.9002216688103774
"(7.98,8.3]",26,dye,629,8.1,0.8778905886538408
"(8.3,8.62]",27,dye,560,8.424,0.7815878054787773
"(8.62,8.94]",28,dye,605,8.748000000000001,0.8443939684190361
"(8.94,9.26]",29,dye,444,9.072000000000001,0.6196874743438877
"(9.26,9.58]",30,dye,497,9.396,0.6936591773624148
"(9.58,9.89]",31,dye,550,9.72,0.767630880380942
"(9.89,10.2]",32,dye,491,10.044,0.6852850223037136
"(10.2,10.5]",33,dye,710,10.368,0.9909416819463068
"(10.5,10.9]",34,dye,711,10.692,0.9923373744560904
"(10.9,11.2]",35,dye,1104,11.016,1.540844530801018
"(11.2,11.5]",36,buffer,174,11.34,0.24285049670233436
"(11.2,11.5]",36,dye,787,11.664,1.0984100051996388
"(11.5,11.8]",37,buffer,938,11.988,1.309159574176952
"(11.8,12.1]",38,buffer,851,12.312000000000001,1.1877343258257846
"(12.1,12.4]",39,buffer,976,12.636000000000001,1.362195889548726
"(12.4,12.8]",40,buffer,850,12.96,1.186338633316001
"(12.8,13.1]",41,buffer,715,13.284,0.9979201444952245
"(13.1,13.4]",42,buffer,986,13.608,1.3761528146465614
"(13.4,13.7]",43,buffer,758,13.932,1.0579349224159162
"(13.7,14]",44,buffer,750,14.256,1.046769382337648
"(14,14.4]",45,buffer,974,14.58,1.359404504529159
"(14.4,14.7]",46,buffer,743,14.904,1.0369995347691634
"(14.7,15]",47,buffer,321,15.228,0.4480172956405134
"(15,15.3]",48,buffer,0,15.552,0
"(15.3,15.6]",49,buffer,0,15.876000000000001,0
"(15.6,16]",50,buffer,0,16.2,0
