animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20210802_AWC_odr1p_IAA_IAA_10K__1/20210802_AWC_odr1p_IAA_IAA_10K__1_ImageJ_data.csv,1,40.25,-0.11200286623089606,60.75,-0.09258264795287478
20210802_AWC_odr1p_IAA_IAA_10K__10/20210802_AWC_odr1p_IAA_IAA_10K__10_ImageJ_data.csv,2,39.25,0.0446118945001414,61,0.08178267676030543
20210802_AWC_odr1p_IAA_IAA_10K__2/20210802_AWC_odr1p_IAA_IAA_10K__2_ImageJ_data.csv,3,37.75,-0.053172379359876086,67.75,0.47210829518505815
20210802_AWC_odr1p_IAA_IAA_10K__3/20210802_AWC_odr1p_IAA_IAA_10K__3_ImageJ_data.csv,4,32.75,0.017240823985746105,61.5,-0.017667074677459288
20210802_AWC_odr1p_IAA_IAA_10K__4/20210802_AWC_odr1p_IAA_IAA_10K__4_ImageJ_data.csv,5,40.25,-0.17615368945578766,68.25,0.3631289468323489
20210802_AWC_odr1p_IAA_IAA_10K__5/20210802_AWC_odr1p_IAA_IAA_10K__5_ImageJ_data.csv,6,34.25,-0.06533068154463827,67.25,1.1694924285955113
20210802_AWC_odr1p_IAA_IAA_10K__6/20210802_AWC_odr1p_IAA_IAA_10K__6_ImageJ_data.csv,7,35.75,0.1702104212127646,66.5,0.01551822102779981
20210802_AWC_odr1p_IAA_IAA_10K__7/20210802_AWC_odr1p_IAA_IAA_10K__7_ImageJ_data.csv,8,38,-0.05767963527168688,68.25,0.0946499019315664
20210802_AWC_odr1p_IAA_IAA_10K__8/20210802_AWC_odr1p_IAA_IAA_10K__8_ImageJ_data.csv,9,40,-0.2886571642583078,70.25,0.3344713803096185
20210802_AWC_odr1p_IAA_IAA_10K__9/20210802_AWC_odr1p_IAA_IAA_10K__9_ImageJ_data.csv,10,40,-0.24632643318988423,67,0.8251201350768487
20210806_AWC_odr1p_IAA_IAA_10K__1/20210806_AWC_odr1p_IAA_IAA_10K__1_ImageJ_data.csv,11,40.25,0.4649882439267212,60.75,0.08452692379731405
20210806_AWC_odr1p_IAA_IAA_10K__2/20210806_AWC_odr1p_IAA_IAA_10K__2_ImageJ_data.csv,12,40,-0.14883698342436746,69.5,0.28411578558210326
20210806_AWC_odr1p_IAA_IAA_10K__3/20210806_AWC_odr1p_IAA_IAA_10K__3_ImageJ_data.csv,13,39.75,-0.09458173708781928,60.75,-0.11881850115702179
20210806_AWC_odr1p_IAA_IAA_10K__4/20210806_AWC_odr1p_IAA_IAA_10K__4_ImageJ_data.csv,14,40.25,-0.24605208717982707,70,0.2687227616355339
20210806_AWC_odr1p_IAA_IAA_10K__5/20210806_AWC_odr1p_IAA_IAA_10K__5_ImageJ_data.csv,15,38,-0.23214756058494368,70,0.3013255477794255
20210806_AWC_odr1p_IAA_IAA_10K__6/20210806_AWC_odr1p_IAA_IAA_10K__6_ImageJ_data.csv,16,34.75,0.03136294275242438,65.5,0.04767589587267686
20210806_AWC_odr1p_IAA_IAA_10K__7/20210806_AWC_odr1p_IAA_IAA_10K__7_ImageJ_data.csv,17,33.25,0.5407478822288676,63.25,0.052349612693936634
