buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
5609,28615,34224,9.423170181605148,5.690387961335673,15.113558142940821,8996.117653614845,76000.8753706732,0.7883191549836549
