buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
14492,30348,44840,8.916262975778553,6.258016147635528,15.174279123414081,24663.43283659319,73587.06209337045,0.49794791661509413
