buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
33572,23000,56572,7.929171058269071,6.975304305912599,14.90447536418167,63105.34143471207,49145.229848338284,-0.12436561726863782
