buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
33233,57804,91037,7.380084401709398,7.132816025641022,14.51290042735042,65352.53442229238,117611.85109595924,0.28562562340010006
