buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
11459,39764,51223,8.926176808266359,6.192307692307691,15.118484500574048,19408.389236883737,97083.58297951237,0.6667858073373397
