buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
8063,24892,32955,8.344241733181297,6.847548460661345,15.191790193842643,14679.75260662212,55224.733885068184,0.580005423303778
