buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
24655,3790,28445,9.320233258088798,5.915705135440187,15.235938393528986,40303.93346287195,9761.170509587631,-0.6100609112903401
