buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
5125,27253,32378,8.230085439229846,6.506453670276778,14.736539109506625,9176.668151732929,61725.62208289724,0.7411460723944048
