buffer,dye,n_tracks,length_buffer,length_dye,length_total,norm_tot_buf,norm_tot_dye,index
14808,1067,15875,9.073986549707614,6.066451754385971,15.140438304093585,24707.95048888871,2662.9813150311625,-0.8054153702834632
