animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
202109003_AWC_odr3_IAA_10K/202109003_AWC_odr3_IAA_10K__1/202109003_AWC_odr3_IAA_10K__1_ImageJ_data.csv,1,38,-0.45864544242237976,67.75,0.7470838146133979
202109003_AWC_odr3_IAA_10K/202109003_AWC_odr3_IAA_10K__2/202109003_AWC_odr3_IAA_10K__2_ImageJ_data.csv,2,38.25,-0.11778208822857268,64,2.4584720144820484
202109003_AWC_odr3_IAA_10K/202109003_AWC_odr3_IAA_10K__3/202109003_AWC_odr3_IAA_10K__3_ImageJ_data.csv,3,40.25,-0.629767467982867,60.75,-0.5544823986296188
202109003_AWC_odr3_IAA_10K/202109003_AWC_odr3_IAA_10K__4/202109003_AWC_odr3_IAA_10K__4_ImageJ_data.csv,4,40.25,-0.9013732095216428,60.75,-0.6855201355162678
202109003_AWC_odr3_IAA_10K/202109003_AWC_odr3_IAA_10K__5/202109003_AWC_odr3_IAA_10K__5_ImageJ_data.csv,5,33.25,-0.07772430515077929,65,1.5408133858284785
20210904_AWC_odr3_IAA_10K/20210904_AWC_odr3_IAA_10K__1/20210904_AWC_odr3_IAA_10K__1_ImageJ_data.csv,6,39.75,0.3840111880207095,67.25,-0.11729964879582362
20210904_AWC_odr3_IAA_10K/20210904_AWC_odr3_IAA_10K__2/20210904_AWC_odr3_IAA_10K__2_ImageJ_data.csv,7,39.75,-0.20752162407097213,64.25,0.22496274960424
20210904_AWC_odr3_IAA_10K/20210904_AWC_odr3_IAA_10K__3/20210904_AWC_odr3_IAA_10K__3_ImageJ_data.csv,8,39,-0.41451348188969067,64.5,0.502360825489369
20210904_AWC_odr3_IAA_10K/20210904_AWC_odr3_IAA_10K__4/20210904_AWC_odr3_IAA_10K__4_ImageJ_data.csv,9,39.5,-0.5452546480328154,60.75,-0.49323142551321125
20210904_AWC_odr3_IAA_10K/20210904_AWC_odr3_IAA_10K__5/20210904_AWC_odr3_IAA_10K__5_ImageJ_data.csv,10,38.75,0.02943721419516627,69,0.022759937334146548
20210904_AWC_odr3_IAA_10K/20210904_AWC_odr3_IAA_10K__6/20210904_AWC_odr3_IAA_10K__6_ImageJ_data.csv,11,39,0.03258315889505328,63,0.07500010496516268
20210904_AWC_odr3_IAA_10K/20210904_AWC_odr3_IAA_10K__7/20210904_AWC_odr3_IAA_10K__7_ImageJ_data.csv,12,38,-0.19465310869852137,63.5,0.4357096369363951
20210904_AWC_odr3_IAA_10K/20210904_AWC_odr3_IAA_10K__8/20210904_AWC_odr3_IAA_10K__8_ImageJ_data.csv,13,40,-0.04186635656120557,64.25,1.0326387954044494
20211004_AWC_odr3_IAA_10K/20211004_AWC_odr3_IAA_10K___1/20211004_AWC_odr3_IAA_10K___1_ImageJ_data.csv,14,33.25,0.06484731960549417,68.25,0.08874984831844965
20211004_AWC_odr3_IAA_10K/20211004_AWC_odr3_IAA_10K___2/20211004_AWC_odr3_IAA_10K___2_ImageJ_data.csv,15,37.25,0.022095135297551447,66,-0.038658646636800624
20211004_AWC_odr3_IAA_10K/20211004_AWC_odr3_IAA_10K___3/20211004_AWC_odr3_IAA_10K___3_ImageJ_data.csv,16,40,-0.2439017021274026,63.75,1.615537584996094
20211004_AWC_odr3_IAA_10K/20211004_AWC_odr3_IAA_10K___4/20211004_AWC_odr3_IAA_10K___4_ImageJ_data.csv,17,38,0.046439858642379615,70.25,-0.05852669675381566
20211004_AWC_odr3_IAA_10K/20211004_AWC_odr3_IAA_10K___5/20211004_AWC_odr3_IAA_10K___5_ImageJ_data.csv,18,39.25,-0.6398635893000011,60.75,-0.6606024434009365
