animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__1/20210909_AWC_WT_BZ_10K__1_ImageJ_data.csv,1,37.5,-0.10178694812503547,70.25,0.31395499302946134
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__2/20210909_AWC_WT_BZ_10K__2_ImageJ_data.csv,2,40.25,-0.26915201655239823,66.25,0.40273842318910624
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__3/20210909_AWC_WT_BZ_10K__3_ImageJ_data.csv,3,37.75,-0.48868568544132307,65,0.9594644310281265
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__4/20210909_AWC_WT_BZ_10K__4_ImageJ_data.csv,4,30.75,0.09196355181888648,69.25,2.6830863530682696
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__5/20210909_AWC_WT_BZ_10K__5_ImageJ_data.csv,5,36,-0.09796814203293384,70.25,0.16763164498074454
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__6/20210909_AWC_WT_BZ_10K__6_ImageJ_data.csv,6,39,-0.12678015816318983,64,-0.07706629166862711
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__7/20210909_AWC_WT_BZ_10K__7_ImageJ_data.csv,7,39.25,-0.4500093415770863,70,0.3824160712585414
20210909_AWC_WT_BZ_10K/20210909_AWC_WT_BZ_10K__8/20210909_AWC_WT_BZ_10K__8_ImageJ_data.csv,8,40.25,-0.6179016010494354,60.75,-0.603633292031202
20210910_AWC_WT_BZ_10K/20210910_AWC_WT_BZ_10K__1/20210910_AWC_WT_BZ_10K__1_ImageJ_data.csv,9,40.25,-0.5145978119339576,60.75,-0.5114543499619705
20210910_AWC_WT_BZ_10K/20210910_AWC_WT_BZ_10K__2/20210910_AWC_WT_BZ_10K__2_ImageJ_data.csv,10,40.25,-0.6352033716353226,60.75,-0.6290560017494333
20210910_AWC_WT_BZ_10K/20210910_AWC_WT_BZ_10K__3/20210910_AWC_WT_BZ_10K__3_ImageJ_data.csv,11,40.25,-0.3400140845364747,70.25,0.6675892664965658
20210910_AWC_WT_BZ_10K/20210910_AWC_WT_BZ_10K__4/20210910_AWC_WT_BZ_10K__4_ImageJ_data.csv,12,39.5,-0.4501197200473154,61,-0.45261757044105827
20210910_AWC_WT_BZ_10K/20210910_AWC_WT_BZ_10K__5/20210910_AWC_WT_BZ_10K__5_ImageJ_data.csv,13,40.25,-0.823006121732799,60.75,-0.9395763076809762
20210910_AWC_WT_BZ_10K/20210910_AWC_WT_BZ_10K__6/20210910_AWC_WT_BZ_10K__6_ImageJ_data.csv,14,39.5,-0.12238854446280654,64,-0.07383242742374631
20210910_AWC_WT_BZ_10K/20210910_AWC_WT_BZ_10K__7/20210910_AWC_WT_BZ_10K__7_ImageJ_data.csv,15,40.25,-0.7376718204600532,60.75,-0.6275895059982668
20210910_AWC_WT_BZ_10K/20210910_AWC_WT_BZ_10K__8/20210910_AWC_WT_BZ_10K__8_ImageJ_data.csv,16,37.5,-0.14952050809655543,69.5,0.24994711099199174
