ybin,ybin_numeric,lum_bin,count,y_mm,relres
"(0.00244,0.337]",1,buffer,0,0,0
"(0.337,0.655]",2,buffer,0,0.3176470588235294,0
"(0.655,0.973]",3,buffer,0,0.6352941176470588,0
"(0.973,1.29]",4,buffer,0,0.9529411764705882,0
"(1.29,1.61]",5,buffer,4,1.2705882352941176,0.00566819271855243
"(1.61,1.93]",6,buffer,9,1.588235294117647,0.012753433616742969
"(1.93,2.25]",7,buffer,1,1.9058823529411764,0.0014170481796381075
"(2.25,2.56]",8,buffer,3,2.223529411764706,0.004251144538914323
"(2.56,2.88]",9,buffer,9,2.541176470588235,0.012753433616742969
"(2.88,3.2]",10,buffer,22,2.8588235294117643,0.031175059952038366
"(3.2,3.52]",11,buffer,72,3.176470588235294,0.10202746893394375
"(3.52,3.84]",12,buffer,106,3.4941176470588236,0.1502071070416394
"(3.84,4.16]",13,buffer,159,3.8117647058823527,0.2253106605624591
"(4.16,4.47]",14,buffer,150,4.129411764705882,0.21255722694571613
"(4.47,4.79]",15,buffer,523,4.447058823529412,0.7411161979507302
"(4.79,5.11]",16,buffer,390,4.764705882352941,0.5526487900588619
"(4.79,5.11]",16,dye,1011,5.08235294117647,1.432635709614127
"(5.11,5.43]",17,dye,2253,5.3999999999999995,3.1926095487246564
"(5.43,5.75]",18,dye,2169,5.717647058823529,3.0735775016350555
"(5.75,6.06]",19,dye,1572,6.035294117647059,2.2275997383911053
"(6.06,6.38]",20,dye,1645,6.352941176470588,2.331044255504687
"(6.38,6.7]",21,dye,1832,6.670588235294117,2.5960322650970133
"(6.7,7.02]",22,dye,1528,6.988235294117647,2.1652496184870285
"(7.02,7.34]",23,dye,1650,7.305882352941176,2.3381294964028774
"(7.34,7.66]",24,dye,1595,7.6235294117647054,2.2601918465227815
"(7.66,7.97]",25,dye,1424,7.941176470588235,2.017876607804665
"(7.97,8.29]",26,dye,1423,8.258823529411764,2.016459559625027
"(8.29,8.61]",27,dye,1883,8.576470588235294,2.6683017222585566
"(8.61,8.93]",28,dye,2040,8.894117647058824,2.8907782864617397
"(8.93,9.25]",29,dye,1712,9.211764705882352,2.42598648354044
"(9.25,9.56]",30,dye,2273,9.529411764705882,3.2209505123174185
"(9.56,9.88]",31,dye,2244,9.84705882352941,3.1798561151079134
"(9.88,10.2]",32,dye,2272,10.16470588235294,3.2195334641377804
"(10.2,10.5]",33,dye,2094,10.48235294117647,2.967298888162197
"(10.5,10.8]",34,buffer,515,10.799999999999999,0.7297798125136254
"(10.5,10.8]",34,dye,396,11.117647058823529,0.5611510791366906
"(10.8,11.2]",35,buffer,452,11.435294117647057,0.6405057771964247
"(11.2,11.5]",36,buffer,228,11.752941176470587,0.32308698495748855
"(11.5,11.8]",37,buffer,152,12.070588235294117,0.21539132330499236
"(11.8,12.1]",38,buffer,147,12.388235294117646,0.20830608240680182
"(12.1,12.4]",39,buffer,49,12.705882352941176,0.06943536080226727
"(12.4,12.7]",40,buffer,59,13.023529411764706,0.08360584259864835
"(12.7,13.1]",41,buffer,54,13.341176470588234,0.07652060170045781
"(13.1,13.4]",42,buffer,60,13.658823529411764,0.08502289077828645
"(13.4,13.7]",43,buffer,170,13.976470588235294,0.2408981905384783
"(13.7,14]",44,buffer,122,14.294117647058822,0.17287987791584913
"(14,14.3]",45,buffer,107,14.611764705882353,0.1516241552212775
"(14.3,14.7]",46,buffer,64,14.92941176470588,0.09069108349683888
"(14.7,15]",47,buffer,53,15.247058823529411,0.0751035535208197
"(15,15.3]",48,buffer,0,15.564705882352941,0
"(15.3,15.6]",49,buffer,0,15.88235294117647,0
"(15.6,15.9]",50,buffer,0,16.2,0
