animal,animal_num,time_at_maxON,stim_ON_delF,time_at_maxOFF,stim_OFF_delF
20201209_AWC_unc31_HEX_IAA_10K__1/20201209_AWC_unc31_HEX_IAA_10K__1_ImageJ_data.csv,1,32.25,4.504833650154725,60.75,1.927225772900058
20201209_AWC_unc31_HEX_IAA_10K__2/20201209_AWC_unc31_HEX_IAA_10K__2_ImageJ_data.csv,2,34.5,2.128151935864684,60.75,0.6395425036001241
20201209_AWC_unc31_HEX_IAA_10K__3/20201209_AWC_unc31_HEX_IAA_10K__3_ImageJ_data.csv,3,32.25,0.064003241653779,62.75,-0.08023554465332196
20201209_AWC_unc31_HEX_IAA_10K__4/20201209_AWC_unc31_HEX_IAA_10K__4_ImageJ_data.csv,4,30.75,2.8408211886720207,60.75,2.512493204819733
20201209_AWC_unc31_HEX_IAA_10K__5/20201209_AWC_unc31_HEX_IAA_10K__5_ImageJ_data.csv,5,31.5,0.9572615451825318,70.25,-0.6650032326530811
20201209_AWC_unc31_HEX_IAA_10K__6/20201209_AWC_unc31_HEX_IAA_10K__6_ImageJ_data.csv,6,32.75,0.9335942897922169,60.75,0.3421925984866725
20201209_AWC_unc31_HEX_IAA_10K__7/20201209_AWC_unc31_HEX_IAA_10K__7_ImageJ_data.csv,7,32.25,2.567783804479008,60.75,0.6134062539437197
20210819_AWC_unc31_HEX_IAA_10K__1/20210819_AWC_unc31_HEX_IAA_10K__1_ImageJ_data.csv,8,40.25,3.2118107094834665,60.75,1.626417334839605
20210819_AWC_unc31_HEX_IAA_10K__2/20210819_AWC_unc31_HEX_IAA_10K__2_ImageJ_data.csv,9,34.5,1.106607279449244,60.75,0.5135697206796463
20210819_AWC_unc31_HEX_IAA_10K__3/20210819_AWC_unc31_HEX_IAA_10K__3_ImageJ_data.csv,10,31,1.1970295588536732,60.75,1.647669680250107
20210819_AWC_unc31_HEX_IAA_10K__4/20210819_AWC_unc31_HEX_IAA_10K__4_ImageJ_data.csv,11,32.25,5.100776935876793,60.75,1.6781584448395959
20210819_AWC_unc31_HEX_IAA_10K__5/20210819_AWC_unc31_HEX_IAA_10K__5_ImageJ_data.csv,12,34.75,3.678799904064591,60.75,1.8221081377296302
20210819_AWC_unc31_HEX_IAA_10K__6/20210819_AWC_unc31_HEX_IAA_10K__6_ImageJ_data.csv,13,31.25,1.897011891162029,60.75,1.9064934945528802
20210819_AWC_unc31_HEX_IAA_10K__7/20210819_AWC_unc31_HEX_IAA_10K__7_ImageJ_data.csv,14,37.5,4.065449413980256,60.75,1.94384877012748
20210819_AWC_unc31_HEX_IAA_10K__8/20210819_AWC_unc31_HEX_IAA_10K__8_ImageJ_data.csv,15,37.75,-0.05280062682585848,61,-0.055815440807545344
20210819_AWC_unc31_HEX_IAA_10K__9/20210819_AWC_unc31_HEX_IAA_10K__9_ImageJ_data.csv,16,32.75,3.474063574135708,60.75,2.458268782664548
